lng,lat,count,max_lng,min_lng,max_lat,min_lat,cluster
127.6374650595908,34.76385676039686,18,127.63966948031499,127.63500993307501,34.7661884841618,34.7610065365532,0
127.04608643618722,37.47664628114232,23,127.047742837241,127.04450752602399,37.4786161632983,37.4744113673202,1
129.23072529172126,35.87639018165644,32,129.232347426469,129.22916544620702,35.87802077877,35.875122966110794,2
127.3694613002155,36.34719761632492,15,127.3707710881,127.36740814315901,36.34872712165421,36.3449970847591,3
127.73265178190752,37.87701889554199,53,127.73717380556101,127.728589018555,37.880646893367,37.8750169795249,4
128.9786315097736,35.16223131742076,15,128.98057164367398,128.976563111768,35.1654797723213,35.1588782578644,5
126.475938013547,34.98655209554828,4,126.47753186529499,126.47367237783399,34.9872109537777,34.9857702524058,6
128.87831718906963,37.76832662057104,20,128.880771617421,128.875512320074,37.7716323849627,37.764222196988705,7
128.55610318371316,35.944122012740095,10,128.559414847393,128.554647719131,35.9457222111625,35.9424431873242,8
126.48026669237179,33.484256062343356,25,126.482724785952,126.478166845224,33.486926963039,33.482124293331196,9
127.1141508844093,35.83032639469088,32,127.11571081559299,127.112172975408,35.8321341047542,35.828272668364896,10
126.84924692137159,36.67842409956978,38,126.85251787573999,126.84491947805901,36.6812778460641,36.6760442471818,11
127.9555714959605,37.342859748931495,28,127.95844387114599,127.952413855792,37.346933418685396,37.340463967615904,12
126.91379935564123,35.1761809078645,28,126.915022769823,126.912311209167,35.1777878173032,35.1735395175805,13
126.72621970860104,37.49235325373678,34,126.72917420818099,126.72257996741399,37.495064023078896,37.489657112171706,14
128.5605230053328,35.18177220583582,16,128.562836980686,128.55782258124398,35.1827156461995,35.1802428588925,15
128.3654056856222,36.98071357012235,40,128.371083349523,128.355739946086,36.986124256252,36.9757976039401,16
129.33772172815443,35.54262713922851,14,129.339579133494,129.33565867241,35.5435587083323,35.5415762449108,17
129.41893730211711,37.05949003451075,28,129.42125404873002,129.417532831338,37.0605943952844,37.0574034432454,18
127.12993908253448,36.803234276281884,17,127.131928048137,127.127385353839,36.80602927765771,36.8006177133172,19
128.72671942259916,36.56593274370025,46,128.729558244732,128.724326760275,36.568152891401795,36.5633418482317,20
128.62429341314467,38.07496362232294,18,128.625151679223,128.62351877963602,38.0769738369105,38.0735502988509,21
127.3177148058241,37.95769163120746,61,127.32005076358999,127.31517825366998,37.9609231042379,37.954264455395005,22
128.10663291784857,36.12564438200082,12,128.10800701336998,128.1049413289,36.126298182422204,36.1251108926879,23
127.44326247343784,36.857087688142784,52,127.44701024502301,127.439237875573,36.8598934932729,36.8530094553989,24
127.07278158368318,37.14535981178448,19,127.076170410982,127.069240077867,37.149893297852394,37.14299776106321,25
127.20266305910475,37.53839284731065,15,127.203897193255,127.201316504587,37.5400606430462,37.5370658819473,26
126.83634494852203,37.656334221494106,30,126.83940094704599,126.83310030683501,37.658028031580294,37.654056617663606,27
126.95749571569078,35.95169813727868,20,126.95885003959299,126.956294910918,35.9537458912818,35.94994472686879,28
129.166854079807,37.43997747295513,3,129.16764966724702,129.165871207472,37.4402364765243,37.4397863953759,29
128.08645403400314,35.19199715496903,21,128.0887862663,128.08374642052098,35.1939567986035,35.1902631809783,30
126.90826087720902,34.67934685268814,20,126.91074866368,126.906581152434,34.6814294904146,34.6771531375678,31
127.11172686794943,37.3207677893276,30,127.115391206683,127.10869227769501,37.32233423395021,37.319341729487,32
126.97109299328594,37.57277121814139,24,126.97271160450899,126.970059654461,37.5746038223326,37.5693281032565,33
126.30059822462727,36.74982290316954,40,126.30577438293999,126.29802428422501,36.7530824683442,36.7452760903542,34
127.08887423378236,36.20196527404615,14,127.09052609438999,127.086513703738,36.204194160094296,36.2002021299596,35
129.10315618797443,35.1884619766956,19,129.10635815736998,129.10101479934798,35.1889865893081,35.187796533119105,36
127.93970641578987,36.98374679300007,29,127.941882820678,127.937830072411,36.986065309454204,36.9816856556157,37
127.4854020187836,34.95758712781518,26,127.48667653736,127.48428358126199,34.95920808763,34.9565262441174,38
126.73564110336352,35.729803410888685,13,126.737075818046,126.73419019426301,35.7301831339757,35.7291146061891,39
126.91930057936364,37.40075573987915,31,126.92288919153799,126.91488283833901,37.4036664415107,37.3985975067923,40
127.4896984749898,37.49086335500612,15,127.492199549159,127.48789608629299,37.491760925365206,37.48927858756979,41
127.66237058732145,36.00731183865173,9,127.66411339853599,127.66124370077,36.0076942581905,36.0065225352362,42
128.3944069785588,37.36839348555001,23,128.396986041315,128.392809065004,37.3707602112658,37.366048088797896,43
128.4967235422315,35.541524182042814,18,128.50049411504298,128.49324312509899,35.5427627567677,35.5402823030066,44
