store,address,city,district,lng,lat
방학신동아점,서울특별시 도봉구 방학로 183,서울특별시,도봉구,127.0320375,37.6620237
방학점,서울특별시 도봉구 도봉로150길 43,서울특별시,도봉구,127.0455905,37.6664777
방화역점,서울특별시 강서구 금낭화로 128,서울특별시,강서구,126.8126977,37.5765653
번동점,서울특별시 강북구 오현로 197-2,서울특별시,강북구,127.03960890000002,37.6292321
별내점,경기도 남양주시 별내중앙로 84,경기도,남양주시,127.12194129999999,37.649718299999996
병점송화초점,경기도 화성시 병점1로 66-2,경기도,화성시,127.04114890000001,37.2028966
병점점,경기도 화성시 효행로 1063,경기도,화성시,127.04314690000001,37.2149941
보광점,서울특별시 용산구 보광로 45,서울특별시,용산구,126.9989374,37.5281045
보라매역점,서울특별시 동작구 여의대방로 180,서울특별시,동작구,126.92173390000002,37.5030372
보문역점,서울특별시 성북구 지봉로 180,서울특별시,성북구,127.01882959999999,37.584969
보은점,충청북도 보은군 보은읍 교사리 41-2 ,충청북도,보은군,127.72084009999999,36.484988
봉동터미널점,전라북도 완주군 봉동읍 장기리 159,전라북도,완주군,127.1678263,35.9396613
봉일천점,경기도 파주시 조리읍 봉천로 29,경기도,파주시,126.80843030000001,37.7432211
봉천점,서울특별시 관악구 청룡2길 47,서울특별시,관악구,126.94349070000001,37.4814599
봉천중앙시장점,서울특별시 관악구 관악로 211,서울특별시,관악구,126.9543477,37.4842229
봉화산역점,서울특별시 중랑구 신내로 211,서울특별시,중랑구,127.09264920000001,37.6164445
부경대점,부산광역시 남구 대연동 364-15,부산광역시,남구,129.09843370000002,35.1341939
부산가야점,부산광역시 부산진구 가야동 386,부산광역시,부산진구,129.0389736,35.1537792
부산거제점,부산광역시 부산시 연제구 거제천로87번길 35,부산광역시,부산시,129.07138799999998,35.182775
부산광안점,부산광역시 수영구 광안동 496-23,부산광역시,수영구,129.1115576,35.1621612
부산구포3동점,부산광역시 북구 구포동 1261-32 ,부산광역시,북구,129.0064954,35.1974349
부산기장점,부산광역시 기장군 기장읍 동부리 152-7,부산광역시,기장군,129.2166837,35.247755100000006
부산남천역점,부산광역시 수영구 남천동 19-13 ,부산광역시,수영구,129.1078354,35.141499700000004
부산남항점,부산광역시 영도구 남항동 2가 265-1 ,부산광역시,영도구,129.0404672,35.0886157
부산다대1동점,부산광역시 사하구 다대1동 942-15 ,부산광역시,사하구,128.96994899999999,35.0577134
부산당리점,부산광역시 사하구 당리동 163 ,부산광역시,사하구,128.97504320000002,35.106523700000004
부산대연점,부산광역시 남구 대연5동 1364-9,부산광역시,남구,129.0905452,35.136821600000005
부산더샵파크점,부산광역시 연제구 연산동 303-24,부산광역시,연제구,129.0943096,35.191114299999995
부산동대신점,부산광역시 서구 서대신동3가 387-10 ,부산광역시,서구,129.0161082,35.113024200000005
부산동서대점,부산광역시 사상구 주례동 80-44,부산광역시,사상구,129.0126881,35.148675
부산동아대점,부산광역시 사하구 하단동 497-26,부산광역시,사하구,128.9656895,35.110946399999996
부산두실점,부산광역시 금정구 구서2동 164-22,부산광역시,금정구,129.0896199,35.2580884
부산망미주공점,부산광역시 연제구 연산9동 57-31 ,부산광역시,연제구,129.1069326,35.1806553
부산명륜점,부산광역시 동래구 명륜동 8-69,부산광역시,동래구,129.0867633,35.21621270000001
부산반송점,부산광역시 해운대구 반송동 93-1 광하상가 5-6호 ,부산광역시,해운대구,129.1594014,35.229949700000006
부산반여1동점,부산광역시 해운대구 반여1동 1441-136 ,부산광역시,해운대구,129.11905819999998,35.201113799999995
부산배산역점,부산광역시 수영구 망미동 832-12,부산광역시,수영구,129.09954150000002,35.1733075
부산부곡1동점,부산광역시 금정구 부곡동 308-23,부산광역시,금정구,129.0924294,35.2252494
부산부곡3동점,부산광역시 금정구 부곡동 63-11,부산광역시,금정구,129.0914028,35.2403381
부산사직점,부산광역시 동래구 사직동 43-1번지 1층 3호 ,부산광역시,동래구,129.0573173,35.19858320000001
부산서동점,부산광역시 금정구 서동 196-68,부산광역시,금정구,129.10434080000002,35.2154031
부산안락점,부산광역시 동래구 안락동 468-24,부산광역시,동래구,129.11145870000001,35.1991122
부산여대점,부산광역시 부산진구 양정동 360-32,부산광역시,부산진구,129.0704683,35.168661900000004
부산용호점,부산광역시 남구 용호동 371-27,부산광역시,남구,129.1126885,35.1196133
부산장전1동점,부산광역시 금정구 장전동 153-4,부산광역시,금정구,129.0848081,35.2379549
부산재송점,부산광역시 해운대구 재송동 1150-5 ,부산광역시,해운대구,129.1304466,35.1934196
부산정관용수점,부산광역시 기장군 정관면 용수리,부산광역시,기장군,129.1626134,35.3256116
부산좌4동점,부산광역시 해운대구 좌동 1407-3,부산광역시,해운대구,129.1755464,35.1780895
부산지사점,부산광역시 강서구 지사동 1194-9 ,부산광역시,강서구,128.8342287,35.150510100000005
부산학장점,부산광역시 사상구 학장동 573-1 반도프라자상가 ,부산광역시,사상구,128.9790778,35.1376018
부산화명점,부산광역시 북구 화명동 2267-2 ,부산광역시,북구,129.01035670000002,35.2360252
부천고강점,경기도 부천시 역곡로 487,경기도,부천시,126.81585700000001,37.528254
부천도당점,경기도 부천시 삼작로 278,경기도,부천시,126.7923466,37.520049799999995
부천범박점,경기도 부천시 은성로 115,경기도,부천시,126.80349440000002,37.4744251
부천상동역점,경기도 부천시 상동로 69,경기도,부천시,126.75231969999999,37.503747100000005
부천약대점,경기도 부천시 중동로 383,경기도,부천시,126.7699258,37.514128899999996
부천역점,경기도 부천시 부천로 39번길 8,경기도,부천시,126.7831997,37.4881256
부천원미점,경기도 부천시 원미로 123-2,경기도,부천시,126.7910433,37.4937195
부천중동남부역점,경기도 부천시 경인로 72,경기도,부천시,126.7631679,37.4835592
부천중동미리내점,경기도 부천시 조마루로285번길 60,경기도,부천시,126.77522759999998,37.5000937
부천중동팰리스점,경기도 부천시 중동로 107,경기도,부천시,126.76596310000001,37.4918001
부천중동포도점,경기도 부천시 소향로 119,경기도,부천시,126.76126940000002,37.502567600000006
부평역점,인천광역시 부평구 광장로 34,인천광역시,부평구,126.72447109999999,37.490959000000004
북가좌점,서울특별시 서대문구 응암로 69,서울특별시,서대문구,126.91071880000001,37.5794092
북수원점,경기도 수원시 장안구 송원로 81,경기도,수원시,127.00922890000001,37.302136700000005
분당미금점,경기도 성남시 분당구 성남대로 165,경기도,성남시,127.10833090000001,37.350747999999996
분당서현점,경기도 성남시 분당구 중앙공원로39번길 7,경기도,성남시,127.127983,37.3814323
분당수내점,경기도 성남시 분당구 내정로173번길 11,경기도,성남시,127.11816370000001,37.3749847
분당아름점,경기도 성남시 분당구 야탑1동 533-4,경기도,성남시,127.13851399999999,37.412017999999996
분당이매점,경기도 성남시 분당구 양현로94번길 7,경기도,성남시,127.1254152,37.3918473
분당장안타운점,경기도 성남시 분당구 분당로263번길 39,경기도,성남시,127.14017700000001,37.3720189
분당정자1점,경기도 성남시 분당구 성남대로 389,경기도,성남시,127.10750729999998,37.370856599999996
분당정자점,경기도 성남시 분당구 내정로 52,경기도,성남시,127.1151318,37.3647963
분당푸른점,경기도 성남시 분당구 돌마로366번길 42,경기도,성남시,127.1267477,37.367179
불광2동점,서울특별시 은평구 연서로 283-1,서울특별시,은평구,126.9257043,37.62132929999999
불광점,서울특별시 은평구 통일로 741-1,서울특별시,은평구,126.92848300000001,37.611573
사가정점,서울특별시 중랑구 면목로 338,서울특별시,중랑구,127.08882460000001,37.5821792
사천읍점,경상남도 사천시 사천읍 평화리 157-7 ,경상남도,사천시,128.086997,35.08294179999999
산곡경남점,인천광역시 부평구 안남로222번길 30,인천광역시,부평구,126.7097196,37.5017151
산본궁내점,경기도 군포시 고산로 529,경기도,군포시,126.9225128,37.360958000000004
산본시장점,경기도 군포시 금산로 109,경기도,군포시,126.9358114,37.3716024
산청점,경상남도 산청군 산청읍 옥산리 161-13 ,경상남도,산청군,127.87538729999999,35.414330799999995
삼양점,서울특별시 강북구 솔샘로 219,서울특별시,강북구,127.01711940000001,37.6201698
삽교점,충청남도 예산군 삽교읍 두리1구 803-214 ,충청남도,예산군,126.74287530000001,36.7040915
상계보람점,서울특별시 노원구 한글비석로 466,서울특별시,노원구,127.06643940000001,37.664572899999996
상계삿갓점,서울특별시 노원구 덕릉로 699,서울특별시,노원구,127.0752382,37.6600972
상동라일락점,경기도 부천시 도약로 39,경기도,부천시,126.75385490000001,37.5125239
상봉점,서울특별시 중랑구 망우로32길 20,서울특별시,중랑구,127.07649140000001,37.5929988
상수역점,서울특별시 마포구 독막로 94,서울특별시,마포구,126.9239155,37.5475699
상암점,서울특별시 마포구 월드컵북로 324,서울특별시,마포구,126.89578780000001,37.5753908
상왕십리역점,서울특별시 성동구 왕십리로 357,서울특별시,성동구,127.030222,37.5638346
상주점,경상북도 상주시 서성동 121-8 ,경상북도,상주시,128.15945349999998,36.4167846
서남병원점,서울특별시 양천구 신정이펜1로 50,서울특별시,양천구,126.83110649999999,37.5125344
서대문냉천점,서울특별시 서대문구 통일로 157-6,서울특별시,서대문구,126.96401440000001,37.5680135
서산대산점,충청남도 서산시 대산읍 대산리 136 ,충청남도,서산시,126.43565829999999,36.936226500000004
서산석림점,충청남도 서산시 석림동 475,충청남도,서산시,126.4650436,36.7707554
서산중앙점,충청남도 서산시 동문동 904-5 광장근방,충청남도,서산시,126.45531650000001,36.7814018
서산지곡점,충청남도 서산시 지곡면 무장리 936,충청남도,서산시,126.4451205,36.8446508
서산해미점,충청남도 서산시 해미면 읍리 298-6 ,충청남도,서산시,126.54465900000001,36.713264
서울대입구역점,서울특별시 관악구 관악로 157,서울특별시,관악구,126.9521068,37.4794732
서울성대점,서울특별시 종로구 성균관로 14,서울특별시,종로구,126.9978072,37.5841849
서울한양대역점,서울특별시 성동구 왕십리로 217-1,서울특별시,성동구,127.0427538,37.55688320000001
서천점,충청남도 서천군 서천읍 군사리 642-6 ,충청남도,서천군,126.6906355,36.0768893
서초3동서울고점,서울특별시 서초구 효령로 226,서울특별시,서초구,127.00868329999999,37.483378200000004
석계점,서울특별시 노원구 동일로 1279,서울특별시,노원구,127.0640186,37.6430723
석관점,서울특별시 성북구 돌곶이로 60,서울특별시,성북구,127.05898490000001,37.6091743
석수전화국점,경기도 안양시 만안구 안양로 465,경기도,안양시,126.9106817,37.4113112
석촌점,서울특별시 송파구 송파대로 447,서울특별시,송파구,127.1056992,37.5063633
선유도역점,서울특별시 영등포구 양평로 112,서울특별시,영등포구,126.89526240000001,37.5373783
성남도촌점,경기도 성남시 중원구 도촌남로 33,경기도,성남시,127.1511575,37.4145513
성남복정점,경기도 성남시 수정구 복정로 43,경기도,성남시,127.12696799999999,37.456791700000004
성남산성점,경기도 성남시 수정구 수정로 354,경기도,성남시,127.1501003,37.4551955
성남상대원점,경기도 성남시 중원구 희망로 339-1,경기도,성남시,127.157979,37.436084
성남신구대점,경기도 성남시 중원구 광명로 319,경기도,성남시,127.1613365,37.4453123
성남은행점,경기도 성남시 수정구 산성대로 521,경기도,성남시,127.16359080000001,37.4577795
성남중앙점,경기도 성남시 수정구 수정로 106,경기도,성남시,127.1322097,37.4407268
성남중원점,경기도 성남시 중원구 제일로35번길 1,경기도,성남시,127.1365466,37.43008820000001
성남태평점,경기도 성남시 수정구 시민로 227,경기도,성남시,127.1405348,37.4480732
성북점,서울특별시 성북구 성북로 24-1,서울특별시,성북구,127.00452320000001,37.590267499999996
성산점,서울특별시 마포구 월드컵북로 224,서울특별시,마포구,126.9045075,37.5698817
성수쇼핑센타점,서울특별시 성동구 아차산로7길 22,서울특별시,성동구,127.0550709,37.5470566
성수점,서울특별시 성동구 성덕정길 78,서울특별시,성동구,127.05210770000001,37.537848
성신여대점,서울특별시 성북구 보문로34길 77,서울특별시,성북구,127.0195084,37.5914004
성주점,경상북도 성주군 성주읍 경산리 3-58 ,경상북도,성주군,128.2868831,35.9179701
세종대점,서울특별시 광진구 군자로 82,서울특별시,광진구,127.0711914,37.550395200000004
소하시흥대교점,경기도 광명시 금하로 537,경기도,광명시,126.8915719,37.45165120000001
송내로데오점,경기도 부천시 송내대로73번길 46,경기도,부천시,126.7515777,37.4905225
송탄지산점,경기도 평택시 지산2로96번길 4,경기도,평택시,127.06109550000001,37.0798451
송파1점,서울특별시 송파구 가락로 158,서울특별시,송파구,127.1132668,37.503125299999994
수락산역점,서울특별시 노원구 동일로 1649,서울특별시,노원구,127.0550645,37.675672999999996
수원고등점,경기도 수원시 팔달구 팔달로107번길 4,경기도,수원시,127.00312790000001,37.278421200000004
수원고색점,경기도 수원시 권선구 고색로 8,경기도,수원시,126.97836000000001,37.24756370000001
수원곡반정점,경기도 수원시 권선구 곡선로50번길 45-4,경기도,수원시,127.02887220000001,37.23670429999999
수원권선시장점,경기도 수원시 권선구 권광로 55,경기도,수원시,127.0263611,37.254897899999996
수원권선점,경기도 수원시 권선구 동수원로 218-39,경기도,수원시,127.03596359999999,37.24876
수원남문점,경기도 수원시 팔달구 팔달문로 1,경기도,수원시,127.01743219999999,37.277676899999996
수원남부경찰서점,경기도 수원시 영통구 매봉로35번길 1,경기도,수원시,127.0526445,37.2710962
수원대점,경기도 화성시 봉담읍 와우안길 42,경기도,화성시,126.97689550000001,37.215669899999995
수원동신점,경기도 수원시 장안구 만석로159번길 39,경기도,수원시,126.9968182,37.3031764
수원망포점,경기도 수원시 영통구 영통로153번길 6,경기도,수원시,127.0550075,37.2414405
수원매탄점,경기도 수원시 영통구 인계로 220,경기도,수원시,127.04139199999999,37.2648839
수원성대점,경기도 수원시 장안구 서부로2123번길 32,경기도,수원시,126.9694309,37.298508899999995
수원세류점,경기도 수원시 권선구 세지로 93,경기도,수원시,127.01831259999999,37.26024879999999
수원역점,경기도 수원시 팔달구 덕영대로943번길 20,경기도,수원시,127.00275400000001,37.2653216
수원연무점,경기도 수원시 장안구 창훈로 3-2,경기도,수원시,127.03081759999999,37.2928254
수원영통점,경기도 수원시 영통구 덕영대로1555번길 16,경기도,수원시,127.0615595,37.2467666
수원영화점,경기도 수원시 장안구 수성로262번길 3,경기도,수원시,127.0014784,37.2898835
수원오목천점,경기도 수원시 권선구 삼천병마로 1598,경기도,수원시,126.96341149999999,37.245251
수원우만점,경기도 수원시 팔달구 권광로 373,경기도,수원시,127.03406979999998,37.2808409
수원율현점,경기도 수원시 팔달구 일월로22번길 22-5,경기도,수원시,126.9813727,37.285819399999994
수원정자점,경기도 수원시 장안구 대평로 86,경기도,수원시,126.9932632,37.295943799999996
수원천천점,경기도 수원시 장안구 덕영대로535번길 34,경기도,수원시,126.982082,37.29710479999999
수원탑동점,경기도 수원시 권선구 탑동로 57번길 2,경기도,수원시,126.97364669999999,37.2740989
수원호매실점,경기도 수원시 권선구 금호로 28,경기도,수원시,126.95471529999999,37.2686276
수원화서점,경기도 수원시 팔달구 덕영대로 695,경기도,수원시,126.9902852,37.2847226
수원황골점,경기도 수원시 영통구 봉영로1744번길 11,경기도,수원시,127.0836767,37.2664532
수유광산점,서울특별시 강북구 노해로 87,서울특별시,강북구,127.0223176,37.6435898
수유화계사점,서울특별시 강북구 덕릉로 14,서울특별시,강북구,127.0152168,37.6338463
수지신봉점,경기도 용인시 수지구 신봉2로 2,경기도,용인시,127.07806140000001,37.32318720000001
순천금당점,전라남도 순천시 연향동 1505-4 ,전라남도,순천시,127.52616670000002,34.9456305
순천신대점,전라남도 순천시 해룡면 신대리 1998-4,전라남도,순천시,127.55488899999999,34.932521200000004
순천연향점,전라남도 순천시 연향동 1384-3 부영1차아파트 상가,전라남도,순천시,127.52132390000001,34.9458975
순천오천점,전라남도 순천시 오천동 964-2,전라남도,순천시,127.49455060000001,34.933246000000004
순천왕지점,전라남도 순천시 조례동 1834-1 ,전라남도,순천시,127.5319172,34.9533841
순천용당점,전라남도 순천시 삼산로 93,전라남도,순천시,127.49321570000001,34.9731969
순천조례점,전라남도 순천시 조례동 957-1,전라남도,순천시,127.51783329999999,34.961214
순천중앙점,전라남도 순천시 중앙동 57-7 ,전라남도,순천시,127.4843756,34.9568315
숭실대점,서울특별시 동작구 상도로 357,서울특별시,동작구,126.95356399999999,37.497006
시립대점,서울특별시 동대문구 전농로 209,서울특별시,동대문구,127.05375330000001,37.582874
시흥4동점,서울특별시 금천구 독산로 170,서울특별시,금천구,126.90442759999998,37.462495000000004
시흥거모점,경기도 시흥시 군자로 523,경기도,시흥시,126.78555549999999,37.343494899999996
시흥능곡점,경기도 시흥시 승지로 54,경기도,시흥시,126.81036129999998,37.3687316
시흥대야점,경기도 시흥시 비둘기공원7길 39,경기도,시흥시,126.7924068,37.442493299999995
시흥벽산점,서울특별시 금천구 금하로 757,서울특별시,금천구,126.9138348,37.4501854
시흥사거리점,서울특별시 금천구 금하로 630,서울특별시,금천구,126.90113429999998,37.4546674
시흥옥구점,경기도 시흥시 옥구상가2길 4,경기도,시흥시,126.7239898,37.3539121
시흥장곡점,경기도 시흥시 진말로9번길 2,경기도,시흥시,126.7852551,37.378477000000004
시흥정왕점,경기도 시흥시 함송로 23,경기도,시흥시,126.7310235,37.3635226
신금호역점,서울특별시 성동구 금호로 145 1층,서울특별시,성동구,127.02055379999999,37.553976
신길점,서울특별시 영등포구 영등포로 365,서울특별시,영등포구,126.91910379999999,37.5143484
신내점,서울특별시 중랑구 봉화산로 218,서울특별시,중랑구,127.0970527,37.607383399999996
신당역점,서울특별시 중구 퇴계로86길 6,서울특별시,중구,127.0196128,37.5652743
신대방삼거리역점,서울특별시 동작구 보라매로 93,서울특별시,동작구,126.9277226,37.4977822
신대방역점,서울특별시 관악구 난곡로 354,서울특별시,관악구,126.9140577,37.485515299999996
신대방점,서울특별시 영등포구 여의대방로 25,서울특별시,영등포구,126.9103685,37.495069
신도림점,서울특별시 구로구 경인로65길 44,서울특별시,구로구,126.88520679999999,37.5095917
신림6동점,서울특별시 관악구 신림로 141,서울특별시,관악구,126.9334537,37.4716121
신림9동점,서울특별시 관악구 대학6길 2,서울특별시,관악구,126.93758340000001,37.4689817
신림역점,서울특별시 관악구 남부순환로 1594-1,서울특별시,관악구,126.9278797,37.4837833
신만덕점,부산광역시 북구 만덕3동 916-8번지 ,부산광역시,북구,129.0293138,35.210839799999995
신방화역점,서울특별시 강서구 마곡서1로 100,서울특별시,강서구,126.8200808,37.566035
신설동역점,서울특별시 동대문구 왕산로 11,서울특별시,동대문구,127.02473090000001,37.576416200000004
신수점,서울특별시 마포구 토정로 218,서울특별시,마포구,126.9350643,37.544775099999995
신월1점,서울특별시 양천구 화곡로 84,서울특별시,양천구,126.8312135,37.5393241
신월2동점,서울특별시 양천구 오목로 77,서울특별시,양천구,126.8461062,37.5231196
신월7동점,서울특별시 양천구 지양로 75,서울특별시,양천구,126.8333496,37.5221846
신정역점,서울특별시 양천구 오목로 194,서울특별시,양천구,126.8589307,37.5252076
신정점,서울특별시 양천구 목동남로4길 6-23,서울특별시,양천구,126.8655747,37.507442
신창시장점,서울특별시 도봉구 덕릉로 242,서울특별시,도봉구,127.0388785,37.6391785
신풍역점,서울특별시 영등포구 신풍로 1,서울특별시,영등포구,126.9062946,37.5005379
쌍문역점,서울특별시 도봉구 도봉로109길 12,서울특별시,도봉구,127.03272120000001,37.6468732
아산둔포점,충청남도 아산시 둔포면 둔포리 477-6 ,충청남도,아산시,127.03894650000001,36.93057329999999
아산모산점,충청남도 아산시 배방면 공수리 262 황금프라자 114 ,충청남도,아산시,127.05525690000002,36.7721162
아산모종점,충청남도 아산시 모종동 426-5 복영빌딩 ,충청남도,아산시,127.0184666,36.7818858
아산신도시점,충청남도 아산시 배방읍 장재리 1513 ,충청남도,아산시,127.09123600000001,36.7885027
아산신창점,충청남도 아산시 신창면 행목로 218,충청남도,아산시,126.95440320000002,36.7830632
아산온양온천점,충청남도 아산시 온천동 86-24 ,충청남도,아산시,127.0044189,36.781499
아산용화점,충청남도 아산시 용화동 653번지 102호 ,충청남도,아산시,126.99739709999999,36.7757235
아산음봉포스코점,충청남도 아산시 음봉면 동암리,충청남도,아산시,127.0569,36.846574
아산탕정점,충청남도 아산시 탕정면 탕정면로 37 트라팰리스 상가 1층,충청남도,아산시,127.0616723,36.8008436
아산테크노밸리점,충청남도 아산시 둔포면 아산밸리중앙로 58-5,충청남도,아산시,127.05590120000001,36.9229653
아주대점,경기도 수원시 영통구 아주로 36,경기도,수원시,127.0441023,37.2780408
아차산역점,서울특별시 광진구 자양로 294,서울특별시,광진구,127.09235520000001,37.5517662
안동옥동점,경상북도 안동시 옥동 734,경상북도,안동시,128.69999620000002,36.566229299999996
안면점,충청남도 태안군 안면읍 승언리 1137,충청남도,태안군,126.3454514,36.5167576
안산1점,경기도 안산시 상록구 안산대학로 98,경기도,안산시,126.86897579999999,37.3091016
안산건건점,경기도 안산시 상록구 건건로 6,경기도,안산시,126.903998,37.30792
안산본오점,경기도 안산시 상록구 석호로 268,경기도,안산시,126.860206,37.2934566
안산부곡점,경기도 안산시 상록구 부곡로 55,경기도,안산시,126.86006770000002,37.3274351
안산사2동점,경기도 안산시 상록구 감골2로 12,경기도,안산시,126.8552105,37.2914881
안산선부점,경기도 안산시 단원구 선부로 166,경기도,안산시,126.8125074,37.339983000000004
안산수암점,경기도 안산시 상록구 수인로 2010,경기도,안산시,126.8759764,37.3625839
안산원곡점,경기도 안산시 단원구 원선1로 61,경기도,안산시,126.8044133,37.3292583
안산월피점,경기도 안산시 상록구 부루지길 6,경기도,안산시,126.85078909999999,37.3282021
안산한대앞역점,경기도 안산시 상록구 광덕1로 386,경기도,안산시,126.8524248,37.308468
안산한양대점,경기도 안산시 상록구 한양대학로 38,경기도,안산시,126.8393866,37.301113799999996
안성공도점,경기도 안성시 공도읍 공도로 91,경기도,안성시,127.17110359999998,37.000104799999995
안성금산교차로점,경기도 안성시 안성맞춤대로 1088,경기도,안성시,127.2706092,37.0104908
안성죽산점,경기도 안성시 죽산면 남부길 75,경기도,안성시,127.4257557,37.0756937
안암점,서울특별시 동대문구 안암로 68,서울특별시,동대문구,127.029099,37.5821441
안양갈산점,경기도 안양시 동안구 갈산로 35,경기도,안양시,126.9614861,37.375151200000005
안양관양점,경기도 안양시 동안구 관평로 324,경기도,안양시,126.9577517,37.4049312
안양박달점,경기도 안양시 만안구 박달로 471,경기도,안양시,126.90490220000001,37.40255
안양비산점,경기도 안양시 동안구 비산로 57,경기도,안양시,126.93165800000001,37.4018661
안양성결대점,경기도 안양시 만안구 성결대학로 28,경기도,안양시,126.93109340000001,37.3827745
안양인덕원점,경기도 안양시 동안구 흥안대로456번길 11,경기도,안양시,126.9764618,37.3947619
안양일번가점,경기도 안양시 만안구 만안로223번길 13,경기도,안양시,126.92195020000001,37.400591799999994
안양중앙시장점,경기도 안양시 만안구 장내로 86,경기도,안양시,126.9182696,37.3950565
안양평촌도서관점,경기도 안양시 동안구 관평로 227,경기도,안양시,126.95781470000001,37.396762100000004
안양평촌점,경기도 안양시 동안구 평촌대로 142,경기도,안양시,126.9598976,37.3849942
안양호계점,경기도 안양시 동안구 경수대로 472,경기도,안양시,126.95925279999999,37.3649754
암사롯데캐슬점,서울특별시 강동구 고덕로 105,서울특별시,강동구,127.1371919,37.5550033
암사점,서울특별시 강동구 올림픽로 787,서울특별시,강동구,127.1277494,37.5514771
약수점,서울특별시 중구 다산로 136,서울특별시,중구,127.01153490000002,37.5559056
양구점,강원도 양구군 양구읍 사명길 118-17,강원도,양구군,127.98879840000002,38.10787070000001
양산남부점,경상남도 양산시 남부동 ,경상남도,양산시,129.0304,35.3343
양산물금역점,"경상남도 양산시 물금읍 물금리 800-1, 상가동 514동 103호",경상남도,양산시,128.98952590000002,35.3123735
양산웅상점,경상남도 양산시 삼호동 871-5 ,경상남도,양산시,129.17290490000002,35.407607399999996
양산평산점,경상남도 양산시 평산동 94-5,경상남도,양산시,129.1516572,35.381904
양양점,강원도 양양군 양양읍 양양로 96,강원도,양양군,128.6189592,38.0740938
양재점,서울특별시 서초구 남부순환로356길 33,서울특별시,서초구,127.0382388,37.4835685
양주고읍점,경기도 양주시 고읍남로 24,경기도,양주시,127.0789332,37.7944519
양주덕정점,경기도 양주시 고암길 306-77,경기도,양주시,127.0686085,37.8367622
양주백석점,경기도 양주시 백석읍 양주산성로 550,경기도,양주시,126.992806,37.7871286
양주삼숭점,경기도 양주시 삼숭로38번길 106,경기도,양주시,127.1068939,37.7958408
양주옥정점,경기도 양주시 옥정동로7가길 30,경기도,양주시,127.0940811,37.8201974
양평군청점,경기도 양평군 양평읍 양평시장길27번길 11,경기도,양평군,127.48989250000001,37.490192799999996
양평용문점,경기도 양평군 용문면 용문로 344,경기도,양평군,127.5924466,37.483414200000006
양평점,서울특별시 영등포구 선유서로 67,서울특별시,영등포구,126.8851642,37.521835100000004
엄궁점,부산광역시 사상구 엄궁동 726 엄궁롯데APT주상가 106호 ,부산광역시,사상구,128.97568370000002,35.1269649
여수교동점,전라남도 여수시 교동 397,전라남도,여수시,127.7327645,34.740862299999996
여수국동점,전라남도 여수시 국동 438,전라남도,여수시,127.7158094,34.7306162
여수무선점,전라남도 여수시 선원동 1245-6 ,전라남도,여수시,127.65125049999999,34.7724729
여수미평점,전라남도 여수시 미평동 758-3,전라남도,여수시,127.7025261,34.7723319
여수봉계점,전라남도 여수시 봉계동 682-19,전라남도,여수시,127.66871699999999,34.783615999999995
여수신기점,전라남도 여수시 신기동 43-10,전라남도,여수시,127.6736293,34.7615163
여수여문점,전라남도 여수시 문수동 180-1 ,전라남도,여수시,127.70104609999999,34.752576899999994
여수죽림점,전라남도 여수시 소라면 죽림로 31,전라남도,여수시,127.63954340000001,34.7636125
여수학동점,전라남도 여수시 학동 59번지 103호 ,전라남도,여수시,127.6562712,34.7633691
여의도점,서울특별시 영등포구 국제금융로7길 22,서울특별시,영등포구,126.9330807,37.5232563
여주가남점,경기도 여주시 가남읍 태평로 23-2,경기도,여주시,127.5463277,37.2029421
여주점,경기도 여주시 세종로 75,경기도,여주시,127.63564479999998,37.2911538
역곡점,경기도 부천시 부일로 747,경기도,부천시,126.81271059999999,37.48642879999999
역삼1동점,서울특별시 강남구 역삼로 145,서울특별시,강남구,127.035234,37.4947741
역촌점,서울특별시 은평구 갈현로 82,서울특별시,은평구,126.9106902,37.6052717
연천전곡점,경기도 연천군 전곡읍 전곡로 145-1,경기도,연천군,127.06857520000001,38.0251804
연희점,서울특별시 서대문구 연희로 82,서울특별시,서대문구,126.930273,37.565215
염창점,서울특별시 강서구 양천로 696,서울특별시,강서구,126.87307849999999,37.5499909
영광점,전라남도 영광군 영광읍 도동리168-6,전라남도,영광군,126.51205470000001,35.274007899999994
영등포구청역점,서울특별시 영등포구 당산로 108,서울특별시,영등포구,126.8965101,37.5242941
영등포남부역점,서울특별시 영등포구 영신로19길 16,서울특별시,영등포구,126.9060004,37.5140547
영월점,강원도 영월군 영월읍 중앙로 22,강원도,영월군,128.4662086,37.1834157
영천1호점,경상북도 영천시 문외동 49-2 104호 ,경상북도,영천시,128.9403829,35.9725153
예산점,충청남도 예산군 예산읍 주교리 214-12 ,충청남도,예산군,126.83138459999999,36.6859584
오남점,경기도 남양주시 오남읍 진건오남로 519,경기도,남양주시,127.20977520000001,37.6802635
오류2동점,서울특별시 구로구 오류로 60,서울특별시,구로구,126.84034040000002,37.48999439999999
오산갈곶점,경기도 오산시 오산로 79,경기도,오산시,127.0688433,37.1339638
오산궐동점,경기도 오산시 궐리사로 77,경기도,오산시,127.0607797,37.1586418
오산금암마을점,경기도 오산시 수청로 209,경기도,오산시,127.04383440000001,37.1761273
오산내삼미점,경기도 오산시 내삼미로 109,경기도,오산시,127.06427450000001,37.17228720000001
오산누읍점,경기도 오산시 누읍로 17,경기도,오산시,127.0498668,37.142472
오산대원점,경기도 오산시 경기대로 153,경기도,오산시,127.07311770000001,37.138310499999996
