lng,lat,count,max_lng,min_lng,max_lat,min_lat,cluster,area
127.08887423378236,36.20196527404615,14,127.09052609438999,127.086513703738,36.204194160094296,36.2002021299596,31,256556.32383200485
129.4077375723669,36.53943295656437,26,129.40941656994102,129.40489780631398,36.54120035008379,36.5378385524868,32,237751.1178362117
128.9875986931225,37.17655264187575,24,128.993033168907,128.983500620553,37.1782222188677,37.1742305713818,33,714944.2645432056
128.62358673149637,38.07421581258285,29,128.625151679223,128.621037143803,38.0769738369105,38.072568575489505,34,290331.5182634406
127.44725981956084,37.278836086939656,42,127.449119560186,127.44477478667801,37.2822530292042,37.2765950374773,35,426935.3402435357
127.04330637166076,37.737903484909786,31,127.046519593983,127.039864627873,37.7419855411059,37.736048466631104,36,611262.9868303424
129.33956735216705,36.0249639074253,40,129.342740210349,129.33669247410901,36.0303013400168,36.018021522266295,37,1696674.824116566
127.73373931590228,34.74033527239878,33,127.736385423758,127.72937617692699,34.7417984383472,34.738679232325,38,416645.89924759866
128.6954986803568,36.3539155701436,20,128.697458393231,128.692881598633,36.3561265281155,36.3519489701456,39,301414.4782681076
127.38808675705096,35.41195115059017,44,127.398989467728,127.373540296656,35.4186971149291,35.402887273269,40,6605017.982329041
127.30702522588064,37.65272977170829,29,127.30965066983299,127.304931629671,37.6540639423914,37.651022127024795,41,225408.90778582648
128.46952872916842,37.18395581407299,83,128.474738896697,128.464315482781,37.186795314344,37.1811864019684,42,975188.1118469845
128.0811205780291,34.94153497331822,12,128.082512042989,128.079083491023,34.944419783277,34.9386584340637,43,399042.8245315839
127.10741450230574,37.35021945721881,17,127.10862424490801,127.106433014261,37.3512997231275,37.3487609384311,44,92056.38965341303
126.5981037610777,34.57053201785355,69,126.60225120706001,126.593445102736,34.573970677563096,34.5652787777188,45,1244263.0877104441
127.28517432111933,34.60891378909957,56,127.28879015645201,127.28143709848301,34.6113496510885,34.606906302172696,46,547394.6348912435
127.7934262328133,36.81012488079853,14,127.79571487319099,127.791921692569,36.811805477913396,36.8076673418768,47,255855.24675551537
128.93557200092175,35.96268422782931,38,128.939076832967,128.932841973143,35.966171028461,35.960271365110394,48,585304.9788957922
127.72860584181113,35.5210429308943,15,127.730039937119,127.726092043338,35.5227933462009,35.519875732218104,49,182925.32697979987
126.7998482317761,36.4495207330373,18,126.80223939777599,126.798603155499,36.4518729389404,36.4474434478608,50,273610.7667751921
129.0199085017937,35.33481272906432,34,129.032470541035,129.007176180669,35.3428158688103,35.3273065251709,51,6470704.660105173
126.9252185620852,37.52434161079651,17,126.92802551197398,126.92236224216299,37.5294830507511,37.5215664296935,52,804511.1268834786
127.02367482541673,37.51054269997534,56,127.027438816816,127.01946032289499,37.5130321357166,37.508271678997204,53,609035.2317089319
128.11471262182297,36.123383796134156,50,128.117956514277,128.11098055260402,36.126409758691004,36.1214849689621,54,543854.9683772523
128.11829969829873,35.18884615487382,4,128.11969169701598,128.116896951645,35.190749578890795,35.1871230277873,55,178376.60004690406
126.45762062581278,36.7834692859465,36,126.461121457481,126.453105458144,36.7852035278619,36.77901668762,56,771975.2162232539
128.03486154186723,38.09567434768256,65,128.1753501582,127.98660395573499,38.107944463095,38.0649729430361,57,232248402.03902283
127.44519333799138,36.9899451635789,35,127.44689185225201,127.443233258357,36.9918992981478,36.9886137509391,58,187755.1770978767
126.67350724988866,37.51835418313542,12,126.67494048130101,126.672177906128,37.519600995431794,37.5161779177279,59,160412.01687953307
128.62483402608936,34.88429356617177,48,128.627684310771,128.622026347858,34.8858340603913,34.882854051062104,60,295424.8191664171
128.70086356384726,36.56302444244945,42,128.704378215271,128.69888800576598,36.5660357122083,36.5590101829502,61,668152.9696345379
129.41893730211711,37.059490034510745,28,129.42125404873002,129.417532831338,37.0605943952844,37.0574034432454,62,184513.89425354887
126.79416616451333,37.33176764287829,9,126.795792278007,126.79145700568701,37.3335764518133,37.3297750750815,63,255720.44520956615
127.93116213177402,36.98821581878105,7,127.93174836503,127.93017429023001,36.989196240153,36.9873677291574,64,47819.265515196224
126.83301787553329,36.68930957908535,23,126.83595282080299,126.82946809888399,36.693529652301706,36.6852944528164,65,921165.6095517006
127.15632909120018,36.818480064388915,47,127.160107576954,127.15208230422199,36.8209150202845,36.8162757246723,66,609823.4979063259
129.330595533622,35.53820269159915,15,129.333199420211,129.327172015332,35.541601109419,35.5352519601947,67,625067.0204997837
127.59153984335771,37.48298979631659,10,127.593078717057,127.590378352131,37.4848132949994,37.4815371344567,68,148819.4100929458
128.49700072096957,35.540921245343135,24,128.50049411504298,128.49324312509899,35.5427627567677,35.5383017169006,69,531312.4475298711
128.55807460286132,37.637901027101655,29,128.561148254498,128.554740798181,37.6402751621674,37.6350440269301,70,515749.246938309
127.20105623054599,37.89490512410919,16,127.202676402515,127.199673406101,37.89785345812071,37.8936492253515,71,226180.33456453026
129.11562138512866,36.6651695295886,14,129.117457547017,129.113846281184,36.6659947575274,36.664289752337204,72,109715.40641785535
129.22427611854746,35.85591275471589,24,129.22655929884502,129.221492500933,35.8576185018974,35.8536345053323,73,317902.31849253736
126.26315732848633,34.48276025258966,9,126.26396363977699,126.261564940429,34.4834881892382,34.4810590480428,74,95266.6881822102
126.80896059044045,35.171521982098916,24,126.812369534144,126.803828873909,35.1823586984944,35.1615952170053,75,4659904.633567892
128.73721556795923,35.801505107056855,30,128.740321513546,128.73515233323099,35.8044470614757,35.7992974745808,76,428201.39989201725
126.87563450124412,37.84943196486481,22,126.87692685841101,126.87384834683901,37.8509345345935,37.8480915726729,77,135871.1323100121
128.6142408111297,35.260497060541134,36,128.623997586481,128.604788002811,35.2660743111953,35.2546073099856,78,3666092.4141200758
128.26775306109485,35.729115397078054,38,128.272037399956,128.264993818611,35.732441249107,35.7253617536072,79,804198.0668346534
126.69846950538857,34.799183331466345,44,126.70109128508899,126.69560618152201,34.8011543887449,34.7969561021015,80,368169.57842896925
128.16279641395303,36.41613287730738,23,128.166585744632,128.161391899444,36.4187087812179,36.411688567190104,81,648234.9527453559
129.1071532757691,35.182393020042085,18,129.10852188146,129.106319660663,35.1844143279943,35.1813186439707,82,124522.79337092351
128.66543324638482,37.381666023506675,24,128.666539760052,128.663383015218,37.3831550848809,37.37855159584,83,266897.3264292557
126.56447063441884,33.248777767460645,48,126.569829088349,126.55840871222601,33.2534096532242,33.2456831062817,84,1465539.1974907955
126.96142607243567,37.39311516962661,9,126.964907337925,126.95584904752899,37.396116991982204,37.390526163128,85,806488.8788111955
128.45482578579563,38.44623264845573,30,128.457889406369,128.45288606006,38.448629494464704,38.4439220313402,86,364310.232810133
126.52215994123854,35.063984734787844,24,126.52471645127899,126.517448907148,35.0661283849241,35.0601381678395,87,692087.2508417817
126.818712589369,37.084354219187354,37,126.823103527375,126.81484888679199,37.0859947622306,37.0817456799027,88,596437.5057075436
126.48501012392715,37.74743455505857,30,126.48980093485001,126.479942744699,37.7492065229844,37.7445183703498,89,803505.4280950814
127.74905397039163,35.07105933999232,37,127.752253430141,127.74535765848302,35.0723690059997,35.0679271853891,90,500916.08734378027
126.98850700025575,35.95896021796613,36,126.990469315621,126.98663031438801,35.9613997094601,35.9577609207466,91,222349.03310829517
128.97987106438862,35.15862168385069,25,128.984789650475,128.976563111768,35.1634641102657,35.1524500269746,92,1617315.0701021084
127.34029695191533,36.35439439348787,22,127.345739024678,127.334436613634,36.357198245620104,36.351978317718704,93,1069213.9895016104
127.1419393123313,35.375781877020316,30,127.144111852069,127.139513699318,35.3779855324966,35.3727928700381,94,398346.79044968967
126.71072512203648,35.95753369450404,46,126.71538113424499,126.705709733139,35.9647263647153,35.9555616587053,95,1410744.4495117357
126.73477512754042,35.72908986382651,23,126.737075818046,126.732601180096,35.7301831339757,35.7278393546077,96,181478.3995674657
128.37000175027606,36.98368728013305,23,128.371083349523,128.368510875923,36.986124256252,36.980640492212295,97,333030.23406144883
127.58332403590627,36.78461124511003,26,127.58574129337799,127.58004576151899,36.7868172014748,36.7819432983721,98,432742.5969893045
127.88506244539374,37.69103006495121,50,127.893449686348,127.87776155658001,37.694028990290796,37.6875316407245,99,1906566.336455771
127.25824313359159,37.40567888234144,12,127.261090689317,127.256025698625,37.4090132647315,37.4045485582826,100,350767.27488609886
127.63818040419588,37.296393602888195,31,127.639528206379,127.636170393379,37.298317696679796,37.2937091039693,101,275541.91727112123
127.03626711130565,37.58075057916748,37,127.041080421893,127.030519512273,37.5862813029347,37.5767574026804,102,1561043.9098200803
128.28586224189766,35.91769249808095,29,128.288547203635,128.283578379467,35.919365163902505,35.9163040554269,103,248243.94358836973
127.14108204529991,37.60080969942075,67,127.14443728116699,127.136026311948,37.605365696718394,37.597403724043396,104,1046831.3246282176
127.01563020972067,37.273781903229235,32,127.01726403705099,127.01381010560699,37.275466373690904,37.2724844028145,105,159707.8714611874
127.55075498113371,36.069797303793855,25,127.66411339853599,127.486504058499,36.107228096536204,36.0065225352362,106,298692045.6931436
127.20463446020574,37.23575204903998,42,127.208815922056,127.198479276833,37.2374528611969,37.2342845552639,107,755155.0811970712
126.99021434572816,35.05986136905729,26,126.99232862707399,126.98823439966101,35.061999613673,35.058068938717696,108,259103.60028849595
129.12563256623093,35.56484977069394,16,129.127877061391,129.122707884542,35.5665208881068,35.562454256592005,109,332297.4353593641
128.39440697855883,37.368393485550015,23,128.396986041315,128.392809065004,37.3707602112658,37.366048088797896,110,322637.75390238164
126.6777348986035,37.41570589267311,70,126.681717801308,126.674958104872,37.4191876723513,37.4114192880339,111,865952.527910202
127.56552735089407,36.30244046337799,14,127.566330855406,127.56452978566799,36.303343818197206,36.3017172578025,112,46151.315137205434
126.7624441299839,37.66963560125761,16,126.764587674584,126.758809245577,37.672162052039496,37.663248725929705,113,974677.1908851034
126.87803218065716,37.50413282832206,26,126.879964280881,126.87601654654699,37.5056299911305,37.5021608372265,114,212116.96250978424
128.96980833767086,35.10517684413976,58,128.973267328655,128.96572797648702,35.1075002960161,35.103185766123296,115,550205.4114907165
128.2618129024011,35.31896779985307,38,128.264262895154,128.258906356524,35.3205410686083,35.316929380572205,116,312177.0301650011
127.00064555064607,36.78318595356018,24,127.00352892331499,126.998696421406,36.7860600923095,36.7804719064674,117,448719.6720575894
128.8682742722209,35.25124674675786,25,128.871850164391,128.865789692696,35.263396663515,35.2320509429443,118,9779401.282142473
126.60354837792462,36.34615498165413,13,126.606819750318,126.601632194804,36.3487531672953,36.3437743191734,119,410260.3560159949
127.0827687210539,36.99398024106788,32,127.08555787455099,127.07893853318899,36.998674363519,36.989095581002296,120,1162437.984400022
126.3005982246273,36.749822903169544,40,126.30577438293999,126.29802428422501,36.7530824683442,36.7452760903542,121,966256.7307493645
126.68025092737757,37.682566349983375,43,126.68725916522699,126.670382652729,37.7143090089884,37.6424137067685,122,51927703.76496654
127.29573910965664,36.60288108238277,37,127.301371268459,127.289575937634,36.6062870261011,36.5957648886183,123,1945919.5803258617
128.59030989620538,38.20436286872662,70,128.59366920793002,128.585744824403,38.2068873575009,38.200293319464,124,798806.0816515561
127.29508616404279,35.28126322930183,9,127.296026836611,127.293712606792,35.2819260888706,35.2803526740085,125,58698.693799045606
127.59636939759886,36.99329136027554,28,127.599965383069,127.59331650931101,36.995752130606,36.9913180952193,126,464783.27139015915
126.91123768579497,36.28210852279805,42,126.91432315175301,126.907963470403,36.2841452558418,36.27822832329021,127,595212.0168845314
128.5358011770358,35.80772742464365,13,128.537747357206,128.53370687739098,35.80882989948721,35.8068285535682,128,143164.1104433782
127.90365993595363,35.68629159981437,26,127.907970316877,127.89889046168699,35.6884077311085,35.684545722375795,129,673002.1548344832
127.26806549381503,37.00879435619618,22,127.27180282619301,127.26539798535102,37.0102543996888,37.0064550251403,130,394206.5088266981
126.69474355561412,35.43495928852027,21,126.69873989675699,126.69253820333999,35.4382151377164,35.431816500134204,131,645535.6485434128
126.75384548909429,37.505352889839635,59,126.76252988426701,126.748123598705,37.5081245678137,37.502194622829705,132,1609825.4694356057
127.13909673505654,36.47059940191961,26,127.14665412685301,127.130947018928,36.474366034472105,36.4657518263945,133,2269935.3799331384
128.82896836183698,37.89469814360882,34,128.831405834289,128.825148713071,37.89606543768971,37.8917765561148,134,415398.8116989202
127.12822421061186,37.27172459179034,29,127.13103382355601,127.125428576218,37.2730316903894,37.2699164030941,135,287455.50540958956
128.82006606591042,35.9145479470514,33,128.822172178676,128.817236638026,35.9160413479858,35.9117004123176,136,338154.8553047311
126.72013200890451,35.03241968265696,30,126.723288400711,126.71700253235599,35.0357803258279,35.0287830162397,137,732733.3431012819
128.73592586442777,35.310602448470846,21,128.737106412847,128.7346663655,35.3131456382418,35.306315366963,138,491542.09375408833
127.98714756443762,37.49183881878869,55,127.9894625894,127.983627413235,37.495496772855795,37.487305871452996,139,859677.405417684
127.44229250019401,36.85382126054007,8,127.444242409911,127.44139052441002,36.854645761374,36.8530094553989,140,76570.40392840706
127.89417257138415,34.842351073036596,7,127.895039372662,127.89289684691201,34.8428959103097,34.841975210494496,141,38258.697128607244
127.05990768591677,37.65475676402026,14,127.061746064198,127.05729973763701,37.656367504902605,37.6536582793335,142,191611.4449970952
128.30250811925396,36.240834509170114,18,128.304027797868,128.301387588544,36.2431004240507,36.2387124620266,143,231010.3548588477
128.7460608358206,35.64235932821074,38,128.748440202731,128.74339264173798,35.6446512512487,35.639791966215704,144,392701.7582503409
129.22548144115854,35.99128975650861,41,129.22749187035802,129.222349633225,35.9932405397842,35.9893436518889,145,315571.047485826
127.14269059594959,37.82967289870418,48,127.145103111436,127.13971116411899,37.8322724463272,37.825209881076496,146,660511.9432360261
126.77576697799871,36.80912074492314,7,126.77638136493401,126.773743124944,36.8104171123169,36.8072321029957,147,141837.94009576205
128.7410762469922,36.8901340175668,19,128.742296442006,128.739593309699,36.8913712062691,36.888180446456104,148,144255.40627647602
127.20715934260733,37.538155888466825,27,127.20787611463001,127.205688996361,37.540353834322296,37.536519609359004,149,171970.4804429732
128.52602250096496,36.87109513918788,29,128.528736288298,128.522446688196,36.8741979577054,36.8687601602028,150,532998.2166012141
127.1822003424264,37.71852486754132,39,127.184159638712,127.1802567701,37.721122980162605,37.7161645634683,151,331308.9193552792
129.36765865691018,36.41298320712913,27,129.369478789645,129.365583585651,36.4144077379369,36.4112673416951,152,191193.540113128
127.46673907922663,37.78230949762785,49,127.51522731357299,127.41885567304199,37.831161789080795,37.737007420735004,153,142421914.51720434
128.55948025454782,35.18035537301479,30,128.562836980686,128.557160999454,35.1827156461995,35.1773075965625,154,493019.78470968344
126.93887732218084,37.470433012760644,20,126.9413948731,126.937228197766,37.4719706314542,37.4692532257819,155,177906.1459828739
129.26027575233692,35.54562251990705,42,129.263080446624,129.257713100041,35.551977695573704,35.539679955779,156,1653833.966291148
126.90968036824908,37.1321945058309,31,126.91552281382401,126.906083556422,37.1357303834629,37.1297784471574,157,893953.1339941688
128.45287154810484,36.65625414207623,12,128.455265034982,128.45070808431,36.6579838658285,36.6547437071591,158,231731.58542820392
128.32405083800356,34.974326481104846,22,128.32602376623998,128.321289180879,34.9767040489149,34.971962632959105,159,364471.00843539374
126.77330930303849,37.75817957007368,42,126.77830694091999,126.770866820012,37.7610248599751,37.7563504681859,160,548176.9543908887
129.16411792374166,37.44311249359613,30,129.16780880116698,129.161737272082,37.446088337859294,37.4397863953759,161,611324.1897212439
127.70405522608444,38.10462105586631,14,127.707560984017,127.702214017167,38.1058258630576,38.102625687959396,162,271361.7950627219
129.13055600309127,35.171375212870444,47,129.13475589383302,129.124767126998,35.177409453288604,35.1655427052623,163,2014913.48246618
128.42080947286814,36.1043985280932,57,128.431585199121,128.402335791717,36.110883674024294,36.0923542720055,164,8757758.173910676
126.88391054675982,35.80068062297821,38,126.886389329265,126.88229100911501,35.80248163080721,35.7977465535938,165,325023.960194463
126.52940243856841,33.49890479944623,33,126.53215447843901,126.52677632444299,33.5010375180793,33.496769079776605,166,372251.23953594576
126.6888633189002,37.45920747949469,18,126.69214547248001,126.685862236742,37.4601953228167,37.458007361006,167,288054.31553187396
127.12958411898865,37.411871207145474,42,127.13238243653,127.126160175482,37.41373811437229,37.409864315941206,168,382925.5769502027
127.14804465749788,35.821538625506,35,127.152007833794,127.145695506053,35.824390906618206,35.817231447458795,169,752164.8576469119
127.66813435416154,34.759616105960376,30,127.673039691583,127.663457838143,34.762144267153396,34.7571611916328,170,842900.5264167232
127.77721814113426,36.17475125946946,36,127.781928808123,127.773648156445,36.1780506631232,36.1724118405474,171,742651.4524379928
129.01108511443832,35.234765787039855,28,129.013689697919,129.008248128904,35.23640685238029,35.23341027627529,172,279036.704375313
126.98308189072077,35.31701617098664,22,126.98613573998301,126.981197893118,35.31986026401329,35.3146052912636,173,425809.1171098047
126.84808578161743,34.6613084494647,35,126.91074866368,126.76667517292401,34.6814294904146,34.6363688707144,174,156099324.71179762
127.06330347643123,37.49986480836266,8,127.06378116241501,127.06215157596901,37.500470180376794,37.4991961763399,175,31992.90166064644
127.31771480582407,37.95769163120745,61,127.32005076358999,127.31517825366998,37.9609231042379,37.954264455395005,176,573888.1073915028
127.38883101023504,36.3511507778079,19,127.39006747326599,127.386875838421,36.3534834904795,36.346802430501796,177,497631.15079991537
126.86038891526094,35.211844158057396,14,126.862431266965,126.858912295466,35.2128355460314,35.207646598412204,178,341743.7863520371
126.50573254048736,35.276203891410965,25,126.51269387507901,126.49806377583499,35.2780063372831,35.274230601106,179,1523724.0301088374
127.07438772439924,37.25351091454745,52,127.07763454302601,127.0705756785,37.256306970141296,37.2502324403006,180,664896.7724010083
126.81580592696857,37.208854899432126,26,126.818874410254,126.812076811041,37.2104739736359,37.2071691621244,181,390686.8309209375
127.71930026311233,36.48345837235437,26,127.721839373783,127.716095189948,36.4860089140281,36.4813920906765,182,414126.2445962642
127.50313800774701,36.60840026996398,23,127.505950893067,127.50170388697599,36.6108294972081,36.6066550743717,183,282086.5633263164
126.80467188191793,37.52449444557386,15,126.80568742477399,126.803997635249,37.526802112994,37.5227847412101,184,174168.4388137576
127.34044735738541,37.3497878354645,23,127.346413661632,127.33642542009599,37.3512158065867,37.3486593007764,185,675696.0947475011
127.11467197558163,36.79064090832866,16,127.116106122987,127.113553592015,36.792453749896005,36.788385123920705,186,201329.5747475218
129.17253331579076,35.41567120354687,32,129.17530981898,129.169912189662,35.417411831945,35.413769151281706,187,316765.8556583366
126.78511401923569,37.85833643638897,62,126.787646749177,126.782214571142,37.86054402332989,37.855936562244,188,384777.8790434932
126.9025779116827,37.453892290245875,45,126.90833025881001,126.899470269558,37.45602661326279,37.4512372700273,189,703143.8519312955
126.7829738224067,35.30069021421751,26,126.785736277957,126.780331977364,35.3033405208639,35.297487459717495,190,521593.563903311
129.10076834317906,35.13754147775865,21,129.102344604828,129.099453740805,35.1389338043435,35.1354393290179,191,172856.89870238813
126.83296781940018,37.635640197617334,36,126.83513758326099,126.830095682068,37.639359541380294,37.629832470721,192,1036228.8687063255
129.06078262330828,35.15788761260246,48,129.064801197401,129.05758669025602,35.1621698888507,35.155451707591894,193,776134.1557319091
129.40805571995628,36.08239879122658,7,129.40949938637698,129.406187344651,36.0832279884105,36.081297415338,194,105769.90963289507
126.95075813612523,37.54274427686759,49,126.95450253563999,126.94690179921001,37.5466557289362,37.5387228133123,195,963822.923781695
127.07118139375362,37.146178401667996,31,127.076170410982,127.06646997235701,37.1527591426287,37.142271386441294,196,1648700.7313434836
126.73649354225823,37.53263249630478,22,126.73855161348999,126.73389285137699,37.5360794346795,37.53065103069171,197,418697.6674480443
126.9202927606651,37.619285489326636,54,126.922237211033,126.91693457468,37.621721644762,37.6172241342445,198,367739.90994930116
127.01833072044037,37.592073929200886,25,127.02003758667601,127.014991859393,37.5943358662184,37.5895875058539,199,374179.83073871944
127.63022181114411,37.11811816809479,33,127.632846926869,127.62796246737,37.1190825404636,37.1159813672948,200,240707.32076621958
128.56729589715798,36.238444155469175,16,128.568400208667,128.565940427999,36.2415288590998,36.2359921961218,201,335908.4375396182
127.13582660446254,34.52829984382791,38,127.13722324485799,127.134124851082,34.5298019971357,34.5266360878479,202,160606.84181000694
127.49298314066652,37.48965803031823,54,127.49836169498998,127.48789608629299,37.491760925365206,37.4865646289092,203,931862.0591613849
126.7351079233401,37.34531994008843,14,126.738950514902,126.730690884399,37.3484394764111,37.3422234141853,204,793931.4975095324
126.84563802445072,36.988579639049256,7,126.848665092612,126.84233817521299,36.9915073622254,36.9854225983624,205,607553.9865778931
129.1033989154452,35.210344612333934,34,129.108918678223,129.09688267004998,35.215616708968895,35.199650149834795,206,3414784.590433017
129.2157546573959,35.24424041763239,33,129.21760142077102,129.213625304954,35.2460941295684,35.2416113066715,207,297549.906883988
127.01204037565418,36.156852650492354,25,127.01527139525601,127.010015400354,36.158669839790896,36.1547554738755,208,323679.5118925455
127.17023359901206,37.00092433960161,14,127.17245575090901,127.168098602888,37.0033457430917,36.999116639525,209,291267.30257061
127.09891529801932,36.130227366875545,46,127.10037323888001,127.096524904895,36.1323292728205,36.127512597644206,210,319115.4484256578
126.99275995184442,37.57253862869964,39,126.996445580552,126.98941721253401,37.5763621737798,37.5681525577324,211,955838.9862350702
127.04577896689258,37.274063987049594,66,127.05044798926001,127.041371723186,37.276122828443704,37.271752878676295,212,692000.7755034834
127.01248587561,37.48744357843167,37,127.015068456712,127.009510615255,37.489967574735104,37.4849574037857,213,432627.48358691507
128.55806465738462,35.94388723001687,13,128.564752556635,128.554647719131,35.9457222111625,35.9415437558285,214,819460.8856892086
128.6420902318732,35.921598582185915,16,128.64356148737699,128.639255085884,35.9230836951673,35.9178052566985,215,388673.48076647124
127.73249383475896,37.87725372805513,56,127.73717380556101,127.728589018555,37.8819706935625,37.8750169795249,216,915446.2973680898
126.47695931047929,34.98901315818457,19,126.478882800589,126.47367237783399,34.9906946141262,34.9857702524058,217,412437.9365349126
126.97879040707153,37.214517597040064,12,126.979914657842,126.977391637861,37.215688234804,37.2135730464624,218,82651.63738676273
127.07128876947627,37.54818736633421,53,127.07386585396002,127.068857854576,37.549984325440796,37.54695850603971,219,242003.39520553802
127.95781892169302,37.32409308988012,25,127.961578987875,127.954965521709,37.3266587867388,37.320478290365,220,639538.7767811263
129.30902290138425,35.433190496520965,18,129.310606405941,129.308138245195,35.4347443994045,35.431700563872205,221,129244.81641836347
126.84898672075131,37.310186658373496,39,126.85322835409201,126.84495948021002,37.314261994161704,37.3056833973414,222,1134689.587314957
128.6943275561474,34.89127050991068,34,128.699053818151,128.68933196748998,34.8940902340803,34.8882280081213,223,951228.6863939938
127.07319524763238,35.911278203734334,22,127.07502422907,127.070381448556,35.912812206696,35.9079501274854,224,366879.71921269794
126.9200033561186,35.14087249846451,19,126.922439594005,126.915629692455,35.1436097944228,35.1382097527961,225,584317.7227938992
126.73880931729902,37.399640656351025,14,126.740899712593,126.736335089904,37.4008278170066,37.3972283476469,226,253512.3842803303
128.72429061855397,35.86702728181904,11,128.726135123684,128.722743011478,35.868131510443,35.865627010995496,227,134292.2883134432
127.0318103306135,37.49413121902096,47,127.035405107957,127.028354138099,37.4970112688639,37.4920148188526,228,546346.3630800236
126.92065219172576,37.556150083476886,46,126.923248964242,126.917561721851,37.5584860312236,37.552925899841206,229,497615.0480135003
127.23578948298359,37.64712873369487,10,127.237769069498,127.234496922255,37.6487016633462,37.64560922851079,230,158051.55475824815
128.57991495592483,35.23521512610884,5,128.581581406631,128.578420216653,35.2379175516784,35.23349261821979,231,254881.2818334595
127.24022244797105,36.289708466731845,32,127.24468046749399,127.235730683715,36.291977086964295,36.2877180864386,232,681497.088567621
129.0344635440516,35.10065194251597,99,129.037726915304,129.03138718315398,35.105907808682105,35.096309943650105,233,1155811.8860936603
126.60536466749559,37.473438453367855,58,126.63102865378599,126.48820798528,37.4938713837266,37.453297305936296,234,140749006.85364762
127.00609664605813,37.5330767856407,26,127.00732423660601,127.004485425147,37.534849953473795,37.531818963540104,235,138426.3387803868
127.42689049391625,36.32830111870438,62,127.43494691754499,127.419400943396,36.3314613429885,36.3227675706605,236,2257276.3047404876
127.38816005004215,36.4305487341656,33,127.39181583268801,127.38472711641701,36.435693500614704,36.4233064232784,237,1805938.265456569
