store,address,city,district,lat,lng
성균관대 자과캠(수원점),"경기도 수원시 장안구 서부로 2066, 신관기숙사B동",경기도,수원시,37.293363799999995,126.97465449999999
수원삼성점,"경기도 수원시 영통구 삼성로 129, I-14호 (매탄동, 삼성전자)",경기도,수원시,37.2579356,127.0531939
수원중앙점,"경기도 수원시 팔달구 매산로 46, 1층 (매산로2가)",경기도,수원시,37.268356,127.0063261
신영통점,경기도 수원시 영통구 영통로112번길 30 (망포동),경기도,수원시,37.2392652,127.05660590000001
영통점,경기도 수원시 영통구 청명로 65 (영통동),경기도,수원시,37.253151700000004,127.07972720000001
율천점,"경기도 수원시 장안구 하률로 3, 1층 (천천동)",경기도,수원시,37.3032221,126.97363689999999
배곧신도시점,"경기도 시흥시 배곧4로 32-28 (정왕동) 그랜드프라자 101,102호",경기도,시흥시,37.3781463,126.72597809999999
시화점,경기도 시흥시 봉우재로 32 (정왕동),경기도,시흥시,37.3457027,126.74459409999999
시흥목감점,경기도 시흥시 남왕길 48-12(목감동),경기도,시흥시,37.3826015,126.8634541
시흥연성점,경기도 시흥시 승지로69번길 7 (능곡동),경기도,시흥시,37.370258899999996,126.80970459999999
시흥은행점,경기도 시흥시 은행로 180 (대야동),경기도,시흥시,37.4466617,126.7976978
고잔점,"경기도 안산시 단원구 광덕대로 137, 상가 101~102호 (고잔동, 밀레니엄1)",경기도,안산시,37.3088014,126.8289081
상록수점,경기도 안산시 상록구 석호로 225 (사동),경기도,안산시,37.293994,126.85556979999998
선부점,경기도 안산시 단원구 지곡로 29 (선부동),경기도,안산시,37.337363399999994,126.8039098
안산성포점,경기도 안산시 상록구 예술광장1로 94 (성포동),경기도,안산시,37.32646210000001,126.8470433
공도점,경기도 안성시 공도읍 공도4로 21 (만정리),경기도,안성시,37.0017847,127.1710669
안성금산점,경기도 안성시 대학로 84-1 (금산동),경기도,안성시,37.015702399999995,127.26717169999999
범계점,"경기도 안양시 동안구 평촌대로243번길 30, 1층 (비산동, 샤크존)",경기도,안양시,37.3928209,126.9530254
안양석수점,"경기도 안양시 만안구 경수대로 1213 (석수동, 문화빌딩)",경기도,안양시,37.416725899999996,126.9132493
안양중앙점,"경기도 안양시 만안구 만안로 284, 마인빌오피스텔 103호 (안양동, 마인빌)",경기도,안양시,37.4051282,126.91929099999999
인덕원점,경기도 안양시 동안구 관악대로 407 (관양동),경기도,안양시,37.405043,126.96801640000001
평촌점,"경기도 안양시 동안구 귀인로 198, 베스트타운 101호 (평촌동)",경기도,안양시,37.3854506,126.96116
양주고읍점,경기도 양주시 고읍로 151 현대빌딩 1층,경기도,양주시,37.7926531,127.08667959999998
양주점,경기도 양주시 독바위로 36-1 (덕정동),경기도,양주시,37.837924,127.06246509999998
양평점,"경기도 양평군 양평읍 시민로 92-1, 원재빌딩 1층 (공흥리)",경기도,양평군,37.490456200000004,127.5019206
여주점,경기도 여주시 세종로 32 (홍문동),경기도,여주시,37.2949679,127.63603379999999
여주점,경기도 여주시 세종로 32 (홍문동),경기도,여주시,37.2949679,127.63603379999999
