store,address,lng,lat,city,district,city_district
신방점,충청남도 천안시 동남구 서부대로 247-9,127.1280479,36.7902394,충청남도,천안시,충청남도천안시
쌍용점,"충청남도 천안시 서북구 쌍용13길 26 화순빌딩, 1층",127.12024280000001,36.800357500000004,충청남도,천안시,충청남도천안시
두정점,"충청남도 천안시 서북구 서부대로 746 (두정동), 2층",127.1339261,36.833532299999995,충청남도,천안시,충청남도천안시
직산점,"충청남도 천안시 서북구 성거읍 봉주로 93, 2층",127.1567926,36.8778766,충청남도,천안시,충청남도천안시
제천중앙점,충청북도 제천시 의림대로14길,128.211649,37.138104999999996,충청북도,제천시,충청북도제천시
증평점,"충청북도 증평군 증평읍 중앙로 224, 2층",127.5829784,36.7852143,충청북도,증평군,충청북도증평군
진천점,"충청북도 진천군 진천읍 중앙동로 52-1, 2층",127.44474540000002,36.854617299999994,충청북도,진천군,충청북도진천군
청주금천점,"충청북도 청주시 상당구 수영로 285 튼튼타워, 2층",127.5055246,36.6300333,충청북도,청주시,충청북도청주시
오창점,"충청북도 청주시 청원구 오창읍 과학산업2로 379, 2층",127.4229287,36.7160566,충청북도,청주시,충청북도청주시
청주터미널점,"충청북도 청주시 흥덕구 2순환로 1240 , 2층",127.4300364,36.625434399999996,충청북도,청주시,충청북도청주시
청주지웰시티점,"충청북도 청주시 흥덕구 대농로 17 신영지웰시티 1차, 2층",127.4248449,36.643806899999994,충청북도,청주시,충청북도청주시
