store,address,city,district,lat,lng,population,city_district
오산원동점,"경기도 오산시 원동로 6, 102호 (원동, 파크스퀘어)",경기도,오산시,37.1420396,127.0696206,220081,경기도오산시
구성점,"경기도 용인시 기흥구 용구대로 2440, 1층 (마북동)",경기도,용인시,37.3035766,127.1061865,1042229,경기도용인시
동백점,"경기도 용인시 기흥구 동백중앙로 265, 더엠빌딩 1층 101호 (중동)",경기도,용인시,37.2764085,127.1526295,1042229,경기도용인시
수지상현점,"경기도 용인시 수지구 성복2로 17, 1층 (성복동, 수지골드프라자)",경기도,용인시,37.3108347,127.0811963,1042229,경기도용인시
수지신봉점,"경기도 용인시 수지구 신봉1로 84 (신봉동, 상록신봉종합상가)",경기도,용인시,37.3237066,127.0764432,1042229,경기도용인시
수지점,"경기도 용인시 수지구 문인로13번길 21-2 (풍덕천동, 도미노피자)",경기도,용인시,37.3310384,127.1014831,1042229,경기도용인시
신갈점,"경기도 용인시 기흥구 금화로 3, 주공프라자 110호 (상갈동)",경기도,용인시,37.2617033,127.1046685,1042229,경기도용인시
용인점,"경기도 용인시 처인구 금령로12번길 6-1 1층(김량장동, 도미노피자)",경기도,용인시,37.2339702,127.1977246,1042229,경기도용인시
용인포곡점,"경기도 용인시 처인구 포곡읍 포곡로 80 (둔전리, 청석빌딩)",경기도,용인시,37.2677625,127.2149345,1042229,경기도용인시
죽전점,"경기도 용인시 수지구 현암로 111, 1층 104호 (죽전동)",경기도,용인시,37.3319648,127.1217038,1042229,경기도용인시
흥덕점,경기도 용인시 기흥구 흥덕1로 97 (영덕동),경기도,용인시,37.2748192,127.0733512,1042229,경기도용인시
내손점,경기도 의왕시 복지로 56 (내손동),경기도,의왕시,37.38350250000001,126.9781568,157090,경기도의왕시
의왕오전점,경기도 의왕시 효행로 54 (오전동),경기도,의왕시,37.3520393,126.9723534,157090,경기도의왕시
송산점,경기도 의정부시 용현로 97,경기도,의정부시,37.7413859,127.0868668,450332,경기도의정부시
의정부가능점,"경기도 의정부시 평화로 640, 105동 101호 (의정부동, 한진그랑빌)",경기도,의정부시,37.7491192,127.0453147,450332,경기도의정부시
의정부호원점,"경기도 의정부시 평화로 271-9, 상가동 110~111호 (호원동, 신도아파트)",경기도,의정부시,37.7158987,127.0467248,450332,경기도의정부시
이천부발점,경기도 이천시 부발읍 경충대로2050번길 15-88 1층,경기도,이천시,37.2521292,127.4922905,214814,경기도이천시
이천창전점,경기도 이천시 영창로 228 (창전동),경기도,이천시,37.2805956,127.44773909999998,214814,경기도이천시
금촌점,경기도 파주시 시청로 21 (금촌동),경기도,파주시,37.7589305,126.7759552,453366,경기도파주시
문산점,"경기도 파주시 문산읍 문산역로 75 (문산리, 삼문빌딩)",경기도,파주시,37.85295770000001,126.7867699,453366,경기도파주시
파주교하점,"경기도 파주시 숲속노을로 265, 105~106호 (문발동, 토우프라자)",경기도,파주시,37.7241144,126.71119640000002,453366,경기도파주시
파주운정점,"경기도 파주시 경의로 1114(야당동) 에펠타워 103,104호",경기도,파주시,37.7166199,126.7603961,453366,경기도파주시
송탄점,경기도 평택시 경기대로 1385 (서정동),경기도,평택시,37.0687478,127.06388359999998,500787,경기도평택시
안중점,경기도 평택시 안중읍 안현로 372,경기도,평택시,36.9832973,126.9294294,500787,경기도평택시
팽성점,"경기도 평택시 부용로 56번길 29, 1층",경기도,평택시,36.9632261,127.0634917,500787,경기도평택시
평택비전점,경기도 평택시 평택2로 118 (비전동),경기도,평택시,36.9996847,127.09483459999998,500787,경기도평택시
평택소사벌점,경기도 평택시 평남로 1025 (동삭동),경기도,평택시,37.0094901,127.0974453,500787,경기도평택시
포천송우점,경기도 포천시 소흘읍 솔모루로 114 (송우리),경기도,포천시,37.8310206,127.1492564,149603,경기도포천시
포천시청점,경기도 포천시 중앙로 24 (신읍동),경기도,포천시,37.889766,127.1970306,149603,경기도포천시
하남미사점,경기도 하남시 미사강변서로 30,경기도,하남시,37.5529868,127.184501,262261,경기도하남시
발안향남점,경기도 화성시 향남읍 삼천병마로 275 (진천동),경기도,화성시,37.137697,126.9123541,781507,경기도화성시
병점점,"경기도 화성시 병점중앙로 156 (진안동, 드림빌딩)",경기도,화성시,37.2116985,127.038552,781507,경기도화성시
봉담점,경기도 화성시 봉담읍 동화역말길 29-13 (동화리),경기도,화성시,37.2155809,126.962779,781507,경기도화성시
신동탄점,경기도 화성시 동탄순환대로 708,경기도,화성시,37.2079972,127.1104235,781507,경기도화성시
화성남양점,"경기도 화성시 남양읍 남양시장로 105, 덕왕빌딩 101호(남양리)",경기도,화성시,37.2110236,126.8205173,781507,경기도화성시
강릉점,강원도 강릉시 성덕포남로 169 (포남동),강원도,강릉시,37.7670431,128.9097154,213106,강원도강릉시
동해점,강원도 동해시 감추로 42 (천곡동),강원도,동해시,37.5160242,129.12352090000002,90808,강원도동해시
삼척점,강원도 삼척시 중앙로 264 (당저동),강원도,삼척시,37.4468102,129.1676326,68053,강원도삼척시
속초점,강원도 속초시 온천로 287,강원도,속초시,38.1930812,128.5738656,81497,강원도속초시
영월점,강원도 영월군 영월읍 하송로 138,강원도,영월군,37.1777104,128.4572915,39440,강원도영월군
문막점,강원도 원주시 문막읍 원문로 1832 (문막리),강원도,원주시,37.30985379999999,127.8183332,345712,강원도원주시
원주명륜점,강원도 원주시 남원로 623 (명륜동),강원도,원주시,37.3389402,127.9515914,345712,강원도원주시
원주점,강원도 원주시 천사로 155-1 (일산동),강원도,원주시,37.3494297,127.9416188,345712,강원도원주시
원주혁신점,강원도 원주시 미래로 37 1층 104호,강원도,원주시,37.3270545,127.98766709999998,345712,강원도원주시
인제원통점,강원도 인제군 인제읍 인제로206번길 38,강원도,인제군,38.0664054,128.1751527,31902,강원도인제군
철원점,강원도 철원군 갈말읍 삼부연로7번길 6 (신철원리),강원도,철원군,38.1454139,127.3088388,45840,강원도철원군
춘천석사점,강원도 춘천시 공지로 220 (효자동),강원도,춘천시,37.8630323,127.73938390000002,280098,강원도춘천시
춘천후평점,강원도 춘천시 춘천로 247 (효자동),강원도,춘천시,37.8792414,127.7410025,280098,강원도춘천시
태백점,강원도 태백시 황지로 36,강원도,태백시,37.16194539999999,128.9910088,44415,강원도태백시
알펜시아점,"강원도 평창군 대관령면 솔봉로 325, 101동 (용산리, 알펜시아리조트)",강원도,평창군,37.6574511,128.6743436,42435,강원도평창군
휘닉스파크점,"강원도 평창군 봉평면 태기로 174 (면온리, 보광휘닉스파크)",강원도,평창군,37.5800555,128.3196196,42435,강원도평창군
대명비발디파크점,"강원도 홍천군 서면 한치골길 262, 오크동 지하상가 (팔봉리, 대명비발디파크)",강원도,홍천군,37.6407877,127.6876316,69646,강원도홍천군
홍천점,강원도 홍천군 홍천읍 홍천로 327 (희망리),강원도,홍천군,37.68861029999999,127.8817293,69646,강원도홍천군
횡성점,강원 횡성군 횡성읍 문정로 57 (읍상리 306-1),강원도,횡성군,37.488473,127.9895559,46767,강원도횡성군
계룡점,"충청남도 계룡시 엄사면 번영로 12, 1층 103호 (엄사리, 계룡오피스텔)",충청남도,계룡시,36.2882739,127.2437668,43378,충청남도계룡시
공주점,충청남도 공주시 신관로 31 (신관동),충청남도,공주시,36.4706991,127.13195729999998,107036,충청남도공주시
논산점,충청남도 논산시 중앙로 219 (내동),충청남도,논산시,36.1874079,127.1015565,120005,충청남도논산시
당진점,"충청남도 당진시 무수동로 230 (읍내동, 도미노피자)",충청남도,당진시,36.8957354,126.6373496,167481,충청남도당진시
대천점,충청남도 보령시 작은오랏1길 27 (동대동),충청남도,보령시,36.3463463,126.6029968,101549,충청남도보령시
서산점,충청남도 서산시 안견로 274,충청남도,서산시,36.7774268,126.4531666,174344,충청남도서산시
서산테크노밸리점,충청남도 서산시 성연면 성연4로 27-28 유림빌딩 1층,충청남도,서산시,36.8234184,126.4499654,174344,충청남도서산시
배방점,"충청남도 아산시 배방읍 북수서로 35, 동현빌딩 105호 (북수리)",충청남도,아산시,36.7738106,127.069135,313537,충청남도아산시
아산온양점,충청남도 아산시 온천대로 1385 (방축동),충청남도,아산시,36.7843146,126.9923095,313537,충청남도아산시
성정점,"충청남도 천안시 서북구 서부대로 578, 1층 (성정동, 우정주택)",충청남도,천안시,36.8186812,127.1314294,649107,충청남도천안시
천안성성점,충청남도 천안시 서북구 한들1로 152-60,충청남도,천안시,36.8347638,127.1203416,649107,충청남도천안시
천안신방점,충청남도 천안시 신촌로 41,충청남도,천안시,36.7880677,127.1231495,649107,충청남도천안시
천안쌍용점,"충청남도 천안시 서북구 불당5길 19 (불당동, 다리타운빌딩)",충청남도,천안시,36.8031671,127.1093737,649107,충청남도천안시
천안원성점,"충청남도 천안시 동남구 충절로 128, 원흥빌딩 1층 (원성동)",충청남도,천안시,36.8074816,127.1582905,649107,충청남도천안시
천안청당점,충청남도 천안시 동남구 광풍로 1863 (청당동),충청남도,천안시,36.784688,127.1459794,649107,충청남도천안시
홍성내포점,충청남도 홍성군 홍북읍 충남대로 140 SFC타워 101호,충청남도,홍성군,36.656101,126.6862649,101037,충청남도홍성군
홍성점,충청남도 홍성군 홍성읍 홍성천길 318 (대교리),충청남도,홍성군,36.6039061,126.6709357,101037,충청남도홍성군
음성금왕점,충청북도 음성군 금왕읍 무극로 200 (무극리),충청북도,음성군,36.9906599,127.5839693,95375,충청북도음성군
충북혁신점,충북 음성군 맹동면 두레로 23,충청북도,음성군,36.9118524,127.5478477,95375,충청북도음성군
제천점,충청북도 제천시 용두천로 140 (교동),충청북도,제천시,37.1395295,128.214488,135243,충청북도제천시
증평점,충청북도 증평군 증평읍 중앙로 179 (창동리),충청북도,증평군,36.7825344,127.5792267,37378,충청북도증평군
오송점,"충청북도 청주시 흥덕구 오송읍 오송생명로 208-9, 102호 (만수리, 리움오피스텔)",충청북도,청주시,36.6301521,127.3323259,838887,충청북도청주시
오창점,충청북도 청주시 청원구 오창읍 과학산업2로 363 (양청리),충청북도,청주시,36.7149448,127.4220088,838887,충청북도청주시
상당점,"충청북도 청주시 청원구 공항로 101, 1층 103호 (율량동, 은곡빌딩)",충청북도,청주시,36.6661958,127.48609240000002,838887,충청북도청주시
청주가경점,충청북도 청주시 흥덕구 2순환로 1270 (가경동),충청북도,청주시,36.6230076,127.4318711,838887,충청북도청주시
청주산남점,충청북도 청주시 서원구 구룡산로 237,충청북도,청주시,36.6160999,127.4715485,838887,충청북도청주시
청주용암점,충청북도 청주시 상당구 단재로 123 (영운동),충청북도,청주시,36.6184271,127.498204,838887,충청북도청주시
청주충북대점,충청북도 청주시 서원구 1순환로 684 (사창동),충청북도,청주시,36.6326248,127.4606102,838887,충청북도청주시
충주점,충청북도 충주시 갱고개로 175-1 (연수동),충청북도,충주시,36.9866396,127.9390138,210463,충청북도충주시
송촌점,대전광역시 대덕구 계족산로 25 (중리동),대전광역시,대덕구,36.3621824,127.43438770000002,180249,대전광역시대덕구
신탄진점,대전광역시 대덕구 신탄진로 800-1 (신탄진동),대전광역시,대덕구,36.4489978,127.4295343,180249,대전광역시대덕구
가오점,대전광역시 동구 은어송로 75 (가오동),대전광역시,동구,36.3073946,127.4570614,229309,대전광역시동구
대전대동점,대전광역시 동구 계족로 194-37 (대동),대전광역시,동구,36.3310189,127.4436953,229309,대전광역시동구
대전도안점,대전광역시 서구 도안동로 31번길 11-15,대전광역시,서구,36.3071351,127.351949,481763,대전광역시서구
대전용문점,"대전광역시 서구 도산로 335, 1층 (용문동)",대전광역시,서구,36.3354307,127.3891348,481763,대전광역시서구
대전월평점,"대전광역시 서구 월평로 69, 1층 (월평동)",대전광역시,서구,36.3563425,127.3649263,481763,대전광역시서구
둔산점,대전광역시 서구 문정로 170 (둔산동),대전광역시,서구,36.3494265,127.3954738,481763,대전광역시서구
대덕점,"대전광역시 유성구 와룡로 3, 비씨엠빌딩 1층 (송강동)",대전광역시,유성구,36.4284656,127.3854991,349868,대전광역시유성구
대전노은점,대전광역시 유성구 노은동로240번길 67 (지족동),대전광역시,유성구,36.383159,127.3208705,349868,대전광역시유성구
유성점,대전광역시 유성구 어은로 44 (어은동),대전광역시,유성구,36.362357,127.3575697,349868,대전광역시유성구
대전유천점,대전광역시 중구 계백로 1606-1,대전광역시,중구,36.3184285,127.3985825,228014,대전광역시중구
거제고현점,경상남도 거제시 거제중앙로 1808-1 1충,경상남도,거제시,34.8801675,128.6275101,248856,경상남도거제시
거제수양점,"경상남도 거제시 해명로 22-10, 1층101호 (수월동)",경상남도,거제시,34.8945605,128.6422366,248856,경상남도거제시
옥포아주점,경상남도 거제시 거제대로 3587,경상남도,거제시,34.878286,128.69388600000002,248856,경상남도거제시
장승포점,"경상남도 거제시 능포로 108, 102동 106호 (능포동, 동헌하이츠)",경상남도,거제시,34.873171500000005,128.7309428,248856,경상남도거제시
거창점,경상남도 거창군 거창읍 중앙로 182 (대동리),경상남도,거창군,35.6882013,127.9182875,62676,경상남도거창군
김해내동점,"경상남도 김해시 금관대로 1340, 1층 (내동)",경상남도,김해시,35.2425638,128.86508940000002,536707,경상남도김해시
김해어방점,"경상남도 김해시 인제로 146, 1층 (어방동)",경상남도,김해시,35.2416984,128.9041922,536707,경상남도김해시
김해율하점,경상남도 김해시 율하2로 122 122,경상남도,김해시,35.1691975,128.814118,536707,경상남도김해시
김해진영점,"경상남도 김해시 진영읍 장등로19번길 85, 1층 (진영리)",경상남도,김해시,35.3101345,128.7271599,536707,경상남도김해시
장유점,경상남도 김해시 능동로 15-1 (삼문동),경상남도,김해시,35.1962339,128.79526529999998,536707,경상남도김해시
마산교방점,경남 마산시 합포구 북성로 48 (상남동),경상남도,마산시,35.211643,128.572152,180053,경상남도마산시
마산내서점,"경상남도 창원시 마산회원구 내서읍 경남대로 987-1 (삼계리, 도미노피자)",경상남도,창원시,35.2383244,128.50392490000002,1049897,경상남도창원시
마산산호점,경상남도 창원시 마산합포구 합포로 242 (산호동),경상남도,창원시,35.2188311,128.5873172,1049897,경상남도창원시
마산월영점,경상남도 마산시 마산합포구 월영남로 2,경상남도,마산시,35.178599,128.55818,180053,경상남도마산시
밀양점,경상남도 밀양시 백민로1길 1 (내이동),경상남도,밀양시,35.49318560000001,128.74793229999997,106240,경상남도밀양시
사천점,경상남도 사천시 사천읍 진삼로 1389 (사주리),경상남도,사천시,35.0758326,128.0838764,112975,경상남도사천시
양산범어점,경상남도 양산시 물금읍 범구로 42 (범어리),경상남도,양산시,35.3259291,129.0151981,349925,경상남도양산시
양산웅상점,경상남도 양산시 웅상대로 1257 (삼호동),경상남도,양산시,35.4103125,129.1646413,349925,경상남도양산시
양산중부점,경상남도 양산시 양산역로 103 (중부동),경상남도,양산시,35.3385181,129.0291217,349925,경상남도양산시
진주경상대점,경상남도 진주시 진주대로 624-4 (가좌동),경상남도,진주시,35.1620786,128.1068926,346678,경상남도진주시
진주교대점,경상남도 진주시 진양호로 392 (신안동),경상남도,진주시,35.1872549,128.0703278,346678,경상남도진주시
진주초전점,경상남도 진주시 대신로 476,경상남도,진주시,35.2031362,128.116313,346678,경상남도진주시
진해용원점,경상남도 창원시 진해구 용원로 55 (용원동),경상남도,창원시,35.0995602,128.8153182,1049897,경상남도창원시
진해충무점,"경상남도 창원시 진해구 충장로 164 (충무동, 도미노피자)",경상남도,창원시,35.1519093,128.66999209999997,1049897,경상남도창원시
창원반송점,경상남도 창원시 성산구 반송로 44-1,경상남도,창원시,35.24103289999999,128.6619628,1049897,경상남도창원시
창원북면점,경상남도 창원시 의창구 북면 천주로 603(화천리),경상남도,창원시,35.3096663,128.6018854,1049897,경상남도창원시
창원상남점,"경상남도 창원시 성산구 마디미동로 58, 103호 (상남동, 골든벨II빌딩)",경상남도,창원시,35.2191748,128.6831921,1049897,경상남도창원시
창원성주점,"경상남도 창원시 성산구 삼정자로72번길 29-1 (성주동, 창원 LAIM PLAZA 빌딩)",경상남도,창원시,35.1951048,128.7141209,1049897,경상남도창원시
창원소답점,경상남도 창원시 의창구 의안로2번길 5,경상남도,창원시,35.2618999,128.6242808,1049897,경상남도창원시
통영서호점,경상남도 통영시 중앙로 100-1 (서호동),경상남도,통영시,34.841934,128.4201247,132676,경상남도통영시
통영죽림점,"경상남도 통영시 광도면 신죽2길 4 (죽림리, 위너스빌딩)",경상남도,통영시,34.87674439999999,128.4187743,132676,경상남도통영시
경산사동점,경상북도 경산시 원효로 202(사동),경상북도,경산시,35.81857,128.758216,261087,경상북도경산시
경산중방점,경상북도 경산시 경안로 249 (중방동),경상북도,경산시,35.82960720000001,128.7355719,261087,경상북도경산시
하양점,경상북도 경산시 하양읍 대경로 657 (금락리),경상북도,경산시,35.9080368,128.8133828,261087,경상북도경산시
경주보문점,"경상북도 경주시 보문로 549, 보문프라자 104호 (천군동)",경상북도,경주시,35.8354851,129.28482549999998,256426,경상북도경주시
경주성건점,"경상북도 경주시 금성로395번길 3 (성건동, 서라벌빌딩)",경상북도,경주시,35.8529046,129.2066035,256426,경상북도경주시
구미도량점,경상북도 구미시 야은로 413 (도량동),경상북도,구미시,36.1371808,128.3281804,420294,경상북도구미시
구미상모점,경상북도 구미시 상모로 29 (상모동),경상북도,구미시,36.0892394,128.3534418,420294,경상북도구미시
구미옥계점,경상북도 구미시 옥계북로 86 (옥계동),경상북도,구미시,36.1381114,128.4270469,420294,경상북도구미시
구미인동점,경상북도 구미시 삼일로 12 (진평동),경상북도,구미시,36.1059642,128.4177843,420294,경상북도구미시
김천성내점,경상북도 김천시 자산로 188-1 (성내동),경상북도,김천시,36.127080600000006,128.118312,141397,경상북도김천시
김천혁신점,"경상북도 김천시 혁신6로 63 106호,107호",경상북도,김천시,36.1242988,128.1887499,141397,경상북도김천시
문경점촌점,경상북도 문경시 모전로 108 (모전동),경상북도,문경시,36.5909787,128.1894988,71939,경상북도문경시
상주서문점,경상북도 상주시 삼백로 120 (서문동),경상북도,상주시,36.4183093,128.156794,100051,경상북도상주시
안동점,경상북도 안동시 경동로 638 (천리동),경상북도,안동시,36.563050200000006,128.727665,160737,경상북도안동시
영주점,"경상북도 영주시 구성로 325 (영주동, 도미노피자)",경상북도,영주시,36.82143129999999,128.62502279999998,106100,경상북도영주시
영천점,경상북도 영천시 망정1길 4 (망정동) 망정동 175-15,경상북도,영천시,35.975433,128.9485571,101360,경상북도영천시
경북신도청점,경북 예천군 호명면 수변로 125 (서진타워) 106호,경상북도,예천군,36.5746583,128.4867666,54290,경상북도예천군
왜관점,경상북도 칠곡군 왜관읍 중앙로 109 (왜관리),경상북도,칠곡군,35.98462429999999,128.398547,118389,경상북도칠곡군
포항시청점,경상북도 포항시 남구 대이로 68,경상북도,포항시,36.0212112,129.3406852,509064,경상북도포항시
포항오천점,"경상북도 포항시 남구 오천읍 냉천로 354, 1층 (문덕리, 세은빌딩)",경상북도,포항시,35.96337910000001,129.40772900000002,509064,경상북도포항시
포항장량점,경상북도 포항시 북구 새천년대로1249번길 46 (장성동),경상북도,포항시,36.0773638,129.380864,509064,경상북도포항시
포항죽도점,경상북도 포항시 북구 양학천로 179-1 (죽도동),경상북도,포항시,36.0279409,129.3644438,509064,경상북도포항시
포항학산점,경상북도 포항시 북구 학산로 65-1 65-1 (학산동),경상북도,포항시,36.0501782,129.3694591,509064,경상북도포항시
봉덕점,대구광역시 남구 봉덕로 66 (봉덕동),대구광역시,남구,35.8446432,128.5976661,148682,대구광역시남구
대구성서점,대구광역시 달서구 이곡공원로1길 108,대구광역시,달서구,35.8557184,128.5087471,571682,대구광역시달서구
대구용산점,대구광역시 달서구 달구벌대로 1565 (죽전동),대구광역시,달서구,35.8509123,128.5378081,571682,대구광역시달서구
상인점,대구광역시 달서구 월배로 52,대구광역시,달서구,35.8131751,128.52034890000002,571682,대구광역시달서구
월성점,"대구광역시 달서구 학산로7길 27, 상가 101호 (월성동, 월성보성타운2단지)",대구광역시,달서구,35.8305018,128.5299955,571682,대구광역시달서구
대구다사점,대구광역시 달성군 다사읍 왕선로 54 (매곡리),대구광역시,달성군,35.8642833,128.464506,253800,대구광역시달성군
대구현풍점,"대구광역시 달성군 현풍면 테크노대로 24, 1층 108,109호(테크노플라자1)",대구광역시,달성군,35.6887178,128.4495901,253800,대구광역시달성군
대구화원점,대구광역시 달성군 화원읍 명천로 255,대구광역시,달성군,35.79786170000001,128.49124890000002,253800,대구광역시달성군
대구이시아폴리스점,"대구광역시 동구 팔공로 241 1층 111호, 112호(봉무동)",대구광역시,동구,35.92052279999999,128.6405025,348825,대구광역시동구
대구효목점,대구광역시 동구 동부로 204,대구광역시,동구,35.878395899999994,128.6344339,348825,대구광역시동구
반야월점,대구광역시 동구 경안로 799,대구광역시,동구,35.8734943,128.71360790000003,348825,대구광역시동구
산격점,대구광역시 북구 동북로 138-1 (산격동),대구광역시,북구,35.9006167,128.6081746,439093,대구광역시북구
칠곡점,대구광역시 북구 구암로 139-1 (동천동),대구광역시,북구,35.93205039999999,128.55629380000002,439093,대구광역시북구
침산점,"대구광역시 북구 침산남로 165-2, 1층 (침산동)",대구광역시,북구,35.8878599,128.5940263,439093,대구광역시북구
대구시지점,대구광역시 수성구 달구벌대로 3076 (시지동),대구광역시,수성구,35.8426876,128.6936119,431613,대구광역시수성구
만촌점,"대구광역시 수성구 무열로 113-1, 1층",대구광역시,수성구,35.86849390000001,128.648819,431613,대구광역시수성구
범어점,"대구광역시 수성구 동대구로 240, 상가 106호 (범어동, 청구푸른마을아파트)",대구광역시,수성구,35.8520599,128.62653229999998,431613,대구광역시수성구
지산범물점,"대구광역시 수성구 지범로 43-11, 1층 (지산동)",대구광역시,수성구,35.8269749,128.6269919,431613,대구광역시수성구
대구대봉점,대구광역시 중구 동덕로 86 (대봉동),대구광역시,중구,35.86239660000001,128.6033002,228014,대구광역시중구
대구중앙점,대구광역시 중구 달구벌대로 1965 (대신동),대구광역시,중구,35.8642295,128.5791547,228014,대구광역시중구
광양점,전라남도 광양시 사동로 93-1 (중동),전라남도,광양시,34.9477961,127.6874934,152104,전라남도광양시
나주점,전라남도 나주시 나주로 208 (성북동),전라남도,나주시,35.0349529,126.7218879,114815,전라남도나주시
목포북항점,전라남도 목포시 청호로 175,전라남도,목포시,34.8061926,126.3731851,230930,전라남도목포시
목포하당점,전라남도 목포시 백년대로 393,전라남도,목포시,34.8084031,126.4291684,230930,전라남도목포시
무안남악점,전라남도 무안군 삼향읍 남악5로72번길 24 (남악리),전라남도,무안군,34.8117632,126.4737601,81808,전라남도무안군
순천조례점,전라남도 순천시 이수로 284 (조례동),전라남도,순천시,34.9518727,127.5154912,280361,전라남도순천시
순천중앙점,전라남도 순천시 중앙로 181 (매곡동),전라남도,순천시,34.9620072,127.4841793,280361,전라남도순천시
여수문수점,전라남도 여수시 문수로 76 (문수동),전라남도,여수시,34.7536739,127.7035616,282946,전라남도여수시
여천점,전라남도 여수시 도원로 277 (학동),전라남도,여수시,34.7615055,127.6615607,282946,전라남도여수시
군산점,"전라북도 군산시 백토로 142, A동 101호 (나운동)",전라북도,군산시,35.9665278,126.7054532,271781,전라북도군산시
김제점,전라북도 김제시 동서로 284,전라북도,김제시,35.8034225,126.8977658,84734,전라북도김제시
남원점,전라북도 남원시 용성로 166 1층,전라북도,남원시,35.41325820000001,127.3927807,82095,전라북도남원시
완주점,전라북도 완주군 봉동읍 과학로 997 1동 1층 103호,전라북도,완주군,35.9580609,127.1253557,93382,전라북도완주군
익산모현점,전라북도 익산시 군익로 499 (송학동),전라북도,익산시,35.9420291,126.9404678,291001,전라북도익산시
익산영등점,전라북도 익산시 고봉로 18길 1(영등동),전라북도,익산시,35.9533393,126.9694317,291001,전라북도익산시
전주금암점,"전라북도 전주시 덕진구 백제대로 658 (금암동, 도미노피자)",전라북도,전주시,35.8428999,127.1411767,653694,전라북도전주시
전주서신점,전라북도 전주시 완산구 전룡로 30 (서신동),전라북도,전주시,35.8263013,127.1165438,653694,전라북도전주시
전주송천점,전라북도 전주시 덕진구 송천중앙로 56 (송천동1가),전라북도,전주시,35.8520977,127.120153,653694,전라북도전주시
전주인후점,전라북도 전주시 덕진구 견훤로 146 (인후동1가),전라북도,전주시,35.8251652,127.1615406,653694,전라북도전주시
전주혁신점,전라북도 전주시 완산구 기지로 82 대방빌딩 102호,전라북도,전주시,35.838327,127.06113500000001,653694,전라북도전주시
전주효자점,"전라북도 전주시 완산구 백제대로 133 (효자동1가, 도미노피자)",전라북도,전주시,35.8047508,127.1232504,653694,전라북도전주시
정읍점,전라북도 정읍시 우암로 88 (장명동),전라북도,정읍시,35.5663849,126.8605626,111535,전라북도정읍시
광주광산점,광주광역시 광산구 목련로 138 (월곡동),광주광역시,광산구,35.1717096,126.8128497,406384,광주광역시광산구
광주송정점,광주광역시 광산구 상무대로 305 (소촌동),광주광역시,광산구,35.143796,126.7990448,406384,광주광역시광산구
광주첨단점,"광주광역시 광산구 월계로 217, 105호 (쌍암동, 쌍암동첨단프라자)",광주광역시,광산구,35.21365729999999,126.8493554,406384,광주광역시광산구
광주주월점,"광주광역시 남구 봉선로 2, 1층 (주월동, 창신빌딩)",광주광역시,남구,35.1326944,126.901699,217949,광주광역시남구
광주진월점,광주광역시 남구 효덕로 310 1층,광주광역시,남구,35.1110935,126.8963756,217949,광주광역시남구
광주금남로점,광주광역시 동구 중앙로 214 (궁동),광주광역시,동구,35.1516508,126.9175465,95743,광주광역시동구
광주문흥점,광주광역시 북구 서하로 339 (문흥동),광주광역시,북구,35.18704279999999,126.9176845,436188,광주광역시북구
광주양산점,광주광역시 북구 하서로 344 (양산동),광주광역시,북구,35.2057527,126.8737675,436188,광주광역시북구
광주운암점,"광주광역시 북구 서암대로 25, 1층 (운암동)",광주광역시,북구,35.1730489,126.8877123,436188,광주광역시북구
광주금호점,광주광역시 서구 운천로 117 1층,광주광역시,서구,35.1430481,126.85745959999998,301909,광주광역시서구
광주화정점,광주광역시 서구 상무대로 1070 (화정동),광주광역시,서구,35.1521695,126.87900659999998,301909,광주광역시서구
울산공업탑점,울산광역시 남구 수암로 6 (신정동),울산광역시,남구,35.5317971,129.3087194,226713,울산광역시남구
울산달동점,울산광역시 남구 번영로 98 (달동),울산광역시,남구,35.5344179,129.32975459999997,226713,울산광역시남구
울산무거점,울산광역시 남구 삼호로 3 (무거동),울산광역시,남구,35.550007,129.2646835,226713,울산광역시남구
울산삼산점,"울산광역시 남구 돋질로 246, 1층 (달동)",울산광역시,남구,35.543054,129.3319639,226713,울산광역시남구
울산전하점,울산광역시 동구 방어진순환도로 735 (전하동),울산광역시,동구,35.5075449,129.42976140000002,161582,울산광역시동구
울산호계점,울산광역시 북구 동대로 69-1 (호계동),울산광역시,북구,35.62928690000001,129.3590592,213854,울산광역시북구
울산화봉점,울산광역시 북구 화봉로 143 (연암동),울산광역시,북구,35.5838815,129.3702241,213854,울산광역시북구
언양점,"울산광역시 울주군 언양읍 북문5길 7, 2호 (신화빌라)",울산광역시,울주군,35.5705601,129.1250175,222191,울산광역시울주군
울산범서점,울산광역시 울주군 범서읍 대리로 105 (구영리),울산광역시,울주군,35.5657089,129.2495152,222191,울산광역시울주군
울산온산점,울산광역시 울주군 온산읍 신경3길 55 (덕신리),울산광역시,울주군,35.4304216,129.3068874,222191,울산광역시울주군
울산병영점,울산광역시 중구 평산1길 2 (약사동),울산광역시,중구,35.5676686,129.34124939999998,228014,울산광역시중구
울산성안점,울산광역시 중구 성안로 134,울산광역시,중구,35.5726454,129.31499820000002,228014,울산광역시중구
명지점,"부산광역시 강서구 명지오션시티10로 16, 201호 (명지동, 퀸덤1차링컨타운)",부산광역시,강서구,35.085581899999994,128.8976538,126333,부산광역시강서구
구서점,부산광역시 금정구 금강로 433 (구서동),부산광역시,금정구,35.2462193,129.0885672,241986,부산광역시금정구
부산대점,부산광역시 금정구 금정로 54,부산광역시,금정구,35.22936989999999,129.0864033,241986,부산광역시금정구
