lng,lat,count
128.299956234283,36.24090443536285,53
126.98648235151137,37.56029444885875,46
126.91754724718552,35.147220761272735,74
129.0802831321073,35.21764252307854,34
128.576000047819,38.195548549587954,32
126.77384785990195,36.80789129637801,22
126.57400345261465,33.256002054909054,6
126.95749571569077,35.95169813727869,20
127.94861201923801,37.33100983249437,12
128.11591109832753,35.184577143364315,17
127.35321563171945,36.352096991088395,20
128.73681252794816,36.88945853501311,11
128.58165305582625,35.87091168214927,56
129.34079072854792,36.01998530416829,15
127.01590351381088,37.27609537644038,78
126.60763243210948,34.56924591928702,24
127.66545798382359,34.75916636184024,16
127.70405522608444,38.10462105586631,14
128.89460825198654,37.75339784944152,40
126.76886245469147,37.660490654892726,40
129.33682921575496,35.541503523167755,20
127.63022181114411,37.118118168094796,33
126.70103702089293,37.47107225854987,36
127.21272903508795,37.58692140550616,57
129.40773757236687,36.53943295656437,26
128.42739390827703,34.85791620592009,26
128.96498495087678,35.111976460265446,40
128.6370072403121,35.25726399827459,34
127.21687901355975,38.20710260487262,73
127.50523932953467,36.63124927926511,12
128.46807583647714,37.18564642390751,19
126.41938643351124,34.804622504808535,37
127.15632909120016,36.818480064388915,47
127.72843521724157,35.51961496516257,28
127.13582660446254,34.52829984382791,38
126.85181730776297,35.57006623467434,29
127.49078113165027,34.9480857944057,18
128.99213549661883,37.169325658681196,49
128.16028306847747,35.564523538012125,10
127.11465392460771,35.79775981415943,14
126.85521007469389,37.479800109515025,23
127.72575181226169,37.87688385783081,27
127.20312175753469,37.897432123424224,45
126.52258433256975,35.06394528371701,22
126.7102089597373,35.95726594720314,45
126.80157768189841,36.45026176562072,34
126.45127420996646,36.77959352336383,19
129.41893730211714,37.059490034510745,28
127.93970641578987,36.98374679300007,29
128.69574418885196,36.35221026834312,35
128.33700798583502,36.11167763522901,9
127.03618296895525,37.5025634433113,20
126.52557867359694,33.51412157958499,21
127.11398591384146,37.000070043406645,42
129.16411792374168,37.44311249359613,30
127.44367834671563,37.280808910669535,62
126.81305419349354,37.208028947332636,9
128.21217806422973,37.14016343971969,31
128.17167473175988,38.06728954392503,16
127.14193931233126,35.37578187702032,30
127.20738900860349,37.23503975373897,18
129.23072529172126,35.876390181656426,32
128.6654332463848,37.381666023506675,24
127.11580069254002,37.37967433862047,19
126.78511401923569,37.85833643638895,62
127.6994286056734,34.930637843836514,12
129.06368909182717,35.155753059591866,29
127.44519333799141,36.98994516357891,35
127.89055297852241,37.69295153803404,17
128.3700017502761,36.98368728013303,23
128.74606083582063,35.64235932821074,38
127.04435487586946,37.748072683707875,27
126.9536882378714,37.48128382925457,49
128.73614661420112,35.823160148311295,26
127.48797120265307,36.104945377936296,16
129.11514238193084,36.66368585503123,26
127.01204037565418,36.15685265049236,25
128.62489592729767,34.884498914387294,50
128.70075723770145,36.560474278909766,9
127.12426756814402,36.4569622980324,17
126.88555779245355,35.8000951407885,54
128.4970007209696,35.540921245343135,24
128.26775306109482,35.729115397078054,38
126.4833405796248,37.74810093523593,19
126.8117082813765,35.162545720531455,8
128.10747678641445,36.125710911838,20
126.69846950538854,34.799183331466345,44
127.63625288252688,37.29669046753894,51
127.42157769657457,37.738117167550605,25
128.88323024890602,35.228727105112924,10
127.49185476518355,37.489331436338794,44
126.70004352063522,35.43587485125033,26
127.9901878472084,38.10494285503199,49
127.90365993595364,35.68629159981436,26
126.49952297600777,35.276888177964594,9
128.2618129024011,35.31896779985306,38
127.28517432111933,34.60891378909957,56
126.59697283316038,36.34950639457242,53
127.98508575467352,37.49018848424792,19
126.73139258832944,35.7268864936623,23
127.89443904554132,34.83820153502884,28
127.0522728322092,37.59251677079114,24
128.8194841257516,35.87356515604026,26
127.31771480582407,37.957691631207446,61
127.37504977232865,35.40637048773173,15
126.72800460205079,37.337247772103574,9
127.66547974383597,36.42010210421263,40
126.95487319626514,37.40334625686765,15
129.1169063920007,35.16824545158271,50
128.62180587591226,38.07410311109098,49
126.62973157166448,36.89516765589753,40
126.74834708223521,34.317531890404474,9
126.90826087720907,34.67934685268814,20
128.62244706782,36.82206095175582,24
128.45482578579563,38.44623264845573,30
126.86519863719765,37.30222935270337,19
126.65574467253083,37.60208719295769,29
127.7934262328133,36.81012488079853,14
126.26315732848633,34.48276025258967,9
127.07610874191016,37.24937288401357,45
129.12276404618376,35.5650596599207,35
126.76734199176946,37.75130844046456,19
126.91042511210668,37.13489249852636,9
129.03742399314095,35.3440588303747,22
127.4314963237638,36.64045371595391,29
128.4115908274584,36.14696966986147,12
128.826394818564,37.889608378491275,21
129.55578498820682,35.99177335692517,22
126.92113533763099,37.55611300468213,65
127.25643788893349,37.407884328876065,37
129.03623240814522,35.09819725966905,31
126.8492469213716,36.678424099569774,38
128.16121677927558,36.41589740638685,34
127.51378218615582,37.828343174791655,24
127.13600390473458,37.52853384959258,14
128.07221289392635,34.92782661748738,14
126.91123768579494,36.282108522798055,42
129.42939643945695,35.543083401678174,18
126.74336073699455,37.49004154853686,14
127.58199885409141,36.78368732051259,36
126.84325123636336,35.219001341874545,22
126.99007224263944,35.06089948459044,37
127.14434652970046,37.828989648895934,78
127.74905397039166,35.07105933999231,37
128.3944069785588,37.36839348555,23
126.62546985047844,37.47144150923915,34
129.2603501407066,35.54955061900771,21
129.10838294626473,37.54969906786784,30
127.66237058732145,36.00731183865173,9
127.43229113283148,36.32693987969772,14
126.83562054218964,37.62409688287424,11
127.24685463226707,37.655378442612275,16
128.55807460286127,37.637901027101655,29
128.28586224189766,35.91769249808096,29
127.05240160042906,37.08018092092566,28
127.69224258266989,36.936853539322975,25
129.3676586569102,36.41298320712913,27
127.0372328551824,37.211241483578924,35
128.51254339161633,35.85478690805427,3
126.68477360938775,37.702034933095476,16
