store,address,lng,lat,city,district,city_district
전농점,서울 동대문구 전농동 295-52,127.0570794,37.5780419,서울특별시,동대문구,서울특별시동대문구
정릉2호점,서울 성북구 정릉동 400-2 1층,127.0096966,37.608813700000006,서울특별시,성북구,서울특별시성북구
종로본점,서울 종로구 관수동 146-6,126.989725,37.5687414,서울특별시,종로구,서울특별시종로구
중화본점,서울 중랑구 중화동 207-13,127.07830049999998,37.594798100000006,서울특별시,중랑구,서울특별시중랑구
증산역2호점,서울 은평구 증산동 177-6,126.9059381,37.5809274,서울특별시,은평구,서울특별시은평구
창신점,서울 종로구 숭인동 61-61,127.0158055,37.576300599999996,서울특별시,종로구,서울특별시종로구
청담사거리점,서울 강남구 청담동 5-25,127.04607309999999,37.5237052,서울특별시,강남구,서울특별시강남구
테크노마트신도림점RR,서울 구로구 구로동 3-25 신도림테크노마트 B1 식당가,126.8903509,37.5069877,서울특별시,구로구,서울특별시구로구
평창본점,서울 종로구 평창동 150-5번지 행운빌딩 2층,126.9719338,37.6070725,서울특별시,종로구,서울특별시종로구
한남역점,서울 용산구 한남동 107-10 1층,127.00736529999999,37.5310753,서울특별시,용산구,서울특별시용산구
한티본점,서울 강남구 대치동 908-20 대치이엠프라자 1층 103호,127.0515629,37.500186799999994,서울특별시,강남구,서울특별시강남구
혜화점,서울 종로구 명륜2가 195-9,126.999003,37.583532899999994,서울특별시,종로구,서울특별시종로구
홍대서교점,서울 마포구 서교동 481-2,126.914647,37.5545721,서울특별시,마포구,서울특별시마포구
홍제2호점,서울 서대문구 홍제동 94번지,126.94870049999999,37.5841985,서울특별시,서대문구,서울특별시서대문구
화곡점,서울 강서구 화곡동 24-346 1층,126.8472364,37.5486482,서울특별시,강서구,서울특별시강서구
화양2호점,서울 광진구 화양동 49-18,127.06550959999998,37.5419833,서울특별시,광진구,서울특별시광진구
세종시청점,세종 세종시 보람동 615-2 금강르네상스 1층,36.474835999999996,127.280821,세종특별자치시,세종시,세종특별자치시세종시
세종점,세종 세종시 아름동 98,36.511348999999996,127.248425,세종특별자치시,세종시,세종특별자치시세종시
세종청사점,세종 세종시 다정동 363-10 가온마을11단지,36.494890999999996,127.25081899999999,세종특별자치시,세종시,세종특별자치시세종시
세종홈플러스점,세종 세종시 어진동 307-7,36.507844,127.258684,세종특별자치시,세종시,세종특별자치시세종시
조치원점,세종 세종시 조치원읍 죽림리 331-7 번지,36.589599,127.299109,세종특별자치시,세종시,세종특별자치시세종시
울산달동점,울산 남구 달동 880-6,129.3138782,35.5362273,울산광역시,남구,울산광역시남구
울산삼호점,울산 남구 무거동 172-8,129.2683908,35.5521037,울산광역시,남구,울산광역시남구
울산센트럴점,울산 남구 삼산동 1546-6,129.3363698,35.544035799999996,울산광역시,남구,울산광역시남구
울산약사로점,울산 중구 반구2동 26-24번지,129.3403159,35.566362299999994,울산광역시,중구,울산광역시중구
울산일산본점,울산 동구 일산동 938-1,129.42940990000002,35.5022526,울산광역시,동구,울산광역시동구
울산호계점,울산 북구 호계동 258-10,129.3512218,35.6285474,울산광역시,북구,울산광역시북구
가정2호점,인천 서구 신현동 82-6 1층,126.66761499999998,37.5179196,인천광역시,서구,인천광역시서구
계양점,인천 계양구 작전동 853-31,126.72209070000001,37.53285379999999,인천광역시,계양구,인천광역시계양구
동암점,인천 부평구 십정2동 408-11,126.70140970000001,37.4702746,인천광역시,부평구,인천광역시부평구
동인천역점,인천 중구 인현동 67,126.6304613,37.473956799999996,인천광역시,중구,인천광역시중구
만수역점,인천 남동구 만수1동 948-5,126.73082050000001,37.454837899999994,인천광역시,남동구,인천광역시남동구
부평2호점,인천 부평구 산곡동 143-2,126.7099372,37.5036592,인천광역시,부평구,인천광역시부평구
부흥점,인천 부평구 부평5동 126-1,126.7308009,37.4992116,인천광역시,부평구,인천광역시부평구
송도점,"인천 연수구 송도동 2-12 성지리벨루스상가 104,105호",126.66160579999999,37.3906609,인천광역시,연수구,인천광역시연수구
연수동춘점,인천 연수구 봉재산로 44번길 3 대성빌딩 101~104호,126.6658896,37.4079387,인천광역시,연수구,인천광역시연수구
영종스카이점,인천 중구 운서동 3044-5,126.4983554,37.494825899999995,인천광역시,중구,인천광역시중구
용현점,인천 남구 용현동 459-67,126.65037520000001,37.456576899999995,인천광역시,남구,인천광역시남구
인천검단점,인천 서구 마전동 553-1,126.6756977,37.593727799999996,인천광역시,서구,인천광역시서구
인천남동점,인천 남동구 구월1동 1191-9 (1층),126.70764550000001,37.447448,인천광역시,남동구,인천광역시남동구
인천논현점,인천 남동구 논현동 666-7,126.73322399999999,37.4021776,인천광역시,남동구,인천광역시남동구
인천박촌점,인천 계양구 박촌동 309,126.7464635,37.5569594,인천광역시,계양구,인천광역시계양구
